rk,player,nation,squad,comp,season,age,born,ninety_mins_played,passes_attempted,live_ball_passes,dead_ball_passes,free_kick_passes,through_balls,switches,crosses,throw_ins,corner_kicks,inswinging_corners,outswinging_corners,straight_corners,passes_completed,passes_offside,passes_blocked,position,age_range,general_position,country,continent
2282,Rodri,ESP,Betis,La Liga,2021,21.0,2000.0,9.8,415,410,5,2,5,2,10,2,1,0,0,0,337,0,10,FW,20-24,Forward,Spain,Europe
2283,Rodrigo,ESP,Leeds United,Premier League,2021,30.0,1991.0,25.2,914,861,51,10,9,12,29,11,9,1,3,0,682,2,25,"MF,FW",30-34,Midfielder,Spain,Europe
2286,Ángel Rodríguez,ESP,Mallorca,La Liga,2021,34.0,1987.0,17.2,263,251,11,0,2,2,10,1,0,0,0,0,187,1,13,"FW,MF",30-34,Forward,Spain,Europe
2289,Dani Rodríguez,ESP,Mallorca,La Liga,2021,33.0,1988.0,31.5,951,884,65,23,11,8,55,8,26,12,3,0,716,2,31,"MF,FW",30-34,Midfielder,Spain,Europe
2289,Dani Rodríguez,ESP,Mallorca,La Liga,2021,33.0,1988.0,31.5,951,884,65,23,11,8,55,8,26,12,3,0,716,2,31,"MF,FW",30-34,Midfielder,Spain,Europe
2289,Dani Rodríguez,ESP,Mallorca,La Liga,2021,33.0,1988.0,31.5,951,884,65,23,11,8,55,8,26,12,3,0,716,2,31,"MF,FW",30-34,Midfielder,Spain,Europe
2289,Dani Rodríguez,ESP,Mallorca,La Liga,2021,33.0,1988.0,31.5,951,884,65,23,11,8,55,8,26,12,3,0,716,2,31,"MF,FW",30-34,Midfielder,Spain,Europe
2299,Leo Román,ESP,Mallorca,La Liga,2021,21.0,2000.0,2.0,67,45,22,6,0,0,0,0,0,0,0,0,47,0,0,GK,20-24,Goalkeeper,Spain,Europe
2301,Iván Romero,ESP,Sevilla,La Liga,2021,20.0,2001.0,2.0,34,30,4,1,0,0,0,0,0,0,0,0,28,0,2,FW,20-24,Forward,Spain,Europe
2304,Oriol Romeu,ESP,Southampton,Premier League,2021,29.0,1991.0,32.1,1691,1657,29,29,7,20,13,0,0,0,0,0,1377,5,23,MF,25-29,Midfielder,Spain,Europe
2328,Aitor Ruibal,ESP,Betis,La Liga,2021,25.0,1996.0,9.5,341,310,25,2,0,1,17,23,0,0,0,0,258,6,10,"FW,DF",25-29,Forward,Spain,Europe
2329,Isma Ruiz,ESP,Granada,La Liga,2021,20.0,2001.0,3.1,124,124,0,0,1,0,1,0,0,0,0,0,103,0,2,MF,20-24,Midfielder,Spain,Europe
2331,Víctor Ruiz,ESP,Betis,La Liga,2021,32.0,1989.0,15.8,896,858,36,32,0,8,0,4,0,0,0,0,778,2,6,DF,30-34,Defender,Spain,Europe
2338,Julian Ryerson,NOR,Union Berlin,Bundesliga,2021,23.0,1997.0,15.9,650,522,126,5,0,1,51,120,1,0,0,0,482,2,20,DF,20-24,Defender,Norway,Europe
2372,Fede San Emeterio,ESP,Cádiz,La Liga,2021,24.0,1997.0,9.2,348,343,4,4,2,1,0,0,0,0,0,0,281,1,10,MF,20-24,Midfielder,Spain,Europe
2374,Oihan Sancet,ESP,Athletic Club,La Liga,2021,21.0,2000.0,15.8,450,437,12,1,10,7,10,3,1,0,0,0,347,1,6,FW,20-24,Forward,Spain,Europe
2377,Antonio Sánchez,ESP,Mallorca,La Liga,2021,24.0,1997.0,18.0,670,644,26,10,1,3,16,3,0,0,0,0,519,0,15,"MF,FW",20-24,Midfielder,Spain,Europe
2379,Germán Sánchez,ESP,Granada,La Liga,2021,34.0,1986.0,25.5,1049,992,55,47,0,9,1,5,0,0,0,0,781,2,4,DF,30-34,Defender,Spain,Europe
2380,Manu Sánchez,ESP,Osasuna,La Liga,2021,20.0,2000.0,25.1,1164,923,239,6,1,6,70,233,0,0,0,0,868,2,37,DF,20-24,Defender,Spain,Europe
2381,Robert Sánchez,ESP,Brighton,Premier League,2021,23.0,1997.0,37.0,1525,1207,312,78,1,11,0,0,0,0,0,0,1082,6,3,GK,20-24,Goalkeeper,Spain,Europe
2386,Oier Sanjurjo,ESP,Osasuna,La Liga,2021,35.0,1986.0,8.4,324,320,3,0,0,1,11,3,0,0,0,0,228,1,7,MF,35-39,Midfielder,Spain,Europe
2396,Sergio Santos,ESP,Real Madrid,La Liga,2021,20.0,2001.0,0.1,8,7,1,0,0,0,1,1,0,0,0,0,8,0,0,DF,20-24,Defender,Spain,Europe
2399,Pablo Sarabia,ESP,Paris S-G,Ligue 1,2021,29.0,1992.0,0.2,20,19,1,1,0,0,2,0,0,0,0,0,13,0,1,FW,25-29,Forward,Spain,Europe
2422,Patrik Schick,CZE,Leverkusen,Bundesliga,2021,25.0,1996.0,23.1,413,388,24,1,0,1,3,1,0,0,0,0,282,1,11,FW,25-29,Forward,Czech Republic,Europe
2440,Aleksandar Sedlar,SRB,Mallorca,La Liga,2021,29.0,1991.0,4.5,176,171,4,4,0,1,0,0,0,0,0,0,143,1,2,"DF,MF",25-29,Defender,Serbia,Europe
2460,Salva Sevilla,ESP,Mallorca,La Liga,2021,37.0,1984.0,16.7,1008,865,139,87,4,10,54,3,49,20,9,3,813,4,14,MF,35-39,Midfielder,Spain,Europe
2481,David Silva,ESP,Real Sociedad,La Liga,2021,35.0,1986.0,19.1,1054,1015,34,16,3,4,30,3,15,7,4,0,912,5,22,MF,35-39,Midfielder,Spain,Europe
2481,David Silva,ESP,Real Sociedad,La Liga,2021,35.0,1986.0,19.1,1054,1015,34,16,3,4,30,3,15,7,4,0,912,5,22,MF,35-39,Midfielder,Spain,Europe
2481,David Silva,ESP,Real Sociedad,La Liga,2021,35.0,1986.0,19.1,1054,1015,34,16,3,4,30,3,15,7,4,0,912,5,22,MF,35-39,Midfielder,Spain,Europe
2481,David Silva,ESP,Real Sociedad,La Liga,2021,35.0,1986.0,19.1,1054,1015,34,16,3,4,30,3,15,7,4,0,912,5,22,MF,35-39,Midfielder,Spain,Europe
2494,Unai Simón,ESP,Athletic Club,La Liga,2021,24.0,1997.0,34.0,937,629,306,63,0,2,0,0,0,0,0,0,682,2,1,GK,20-24,Goalkeeper,Spain,Europe
2506,Antonio Sivera,ESP,Alavés,La Liga,2021,24.0,1996.0,3.1,107,57,50,10,0,0,0,0,0,0,0,0,66,0,0,GK,20-24,Goalkeeper,Spain,Europe
2520,Rubén Sobrino,ESP,Valencia,La Liga,2021,29.0,1992.0,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,MF,25-29,Midfielder,Spain,Europe
2521,Rubén Sobrino,ESP,Cádiz,La Liga,2021,29.0,1992.0,20.7,498,476,18,3,1,2,14,6,0,0,0,0,356,4,22,"FW,MF",25-29,Forward,Spain,Europe
2524,Roberto Soldado,ESP,Levante,La Liga,2021,36.0,1985.0,7.4,147,131,16,0,1,3,1,1,0,0,0,0,98,0,6,FW,35-39,Forward,Spain,Europe
2525,Carlos Soler,ESP,Valencia,La Liga,2021,24.0,1997.0,27.5,982,764,211,121,3,22,147,3,85,35,40,1,659,7,18,MF,20-24,Midfielder,Spain,Europe
2527,Son,ESP,Levante,La Liga,2021,27.0,1994.0,21.9,1073,857,206,8,3,16,45,196,2,1,0,0,789,10,24,DF,25-29,Defender,Spain,Europe
2529,David Soria,ESP,Getafe,La Liga,2021,28.0,1993.0,37.9,1185,716,464,172,0,8,0,0,0,0,0,0,647,5,0,GK,25-29,Goalkeeper,Spain,Europe
2531,Alberto Soro,ESP,Granada,La Liga,2021,22.0,1999.0,6.4,179,168,11,2,1,0,15,5,2,0,2,0,125,0,6,"MF,FW",20-24,Midfielder,Spain,Europe
2568,Petar Stojanović,SVN,Empoli,Serie A,2021,25.0,1995.0,30.4,1721,1370,346,41,4,7,68,302,3,0,0,0,1337,5,41,DF,25-29,Defender,Slovenia,Europe
2571,Stefan Strandberg,NOR,Salernitana,Serie A,2021,31.0,1990.0,10.4,530,478,52,48,0,5,4,3,0,0,0,0,432,0,4,DF,30-34,Defender,Norway,Europe
2580,Denis Suárez,ESP,Celta Vigo,La Liga,2021,27.0,1994.0,31.3,2054,1827,221,71,19,21,129,12,85,40,33,0,1639,6,43,MF,25-29,Midfielder,Spain,Europe
2582,Mario Suárez,ESP,Rayo Vallecano,La Liga,2021,34.0,1987.0,7.9,331,318,12,12,0,2,0,0,0,0,0,0,257,1,1,DF,30-34,Defender,Spain,Europe
2588,Suso,ESP,Sevilla,La Liga,2021,27.0,1993.0,4.3,184,173,10,2,3,2,12,3,5,2,0,0,140,1,5,FW,25-29,Forward,Spain,Europe
2599,Alexander Sørloth,NOR,Real Sociedad,La Liga,2021,25.0,1995.0,19.6,459,430,28,1,1,1,9,2,1,0,0,0,331,1,16,FW,25-29,Forward,Norway,Europe
2600,Tachi,ESP,Alavés,La Liga,2021,23.0,1997.0,2.7,94,79,14,9,0,4,2,5,0,0,0,0,59,1,0,DF,20-24,Defender,Spain,Europe
2625,Cristian Tello,ESP,Betis,La Liga,2021,29.0,1991.0,9.1,362,355,5,1,0,2,16,2,2,1,1,0,273,2,10,FW,25-29,Forward,Spain,Europe
2627,Marc Tenas,ESP,Alavés,La Liga,2021,20.0,2001.0,0.6,21,21,0,0,0,0,2,0,0,0,0,0,14,0,1,"FW,MF",20-24,Forward,Spain,Europe
2646,Morten Thorsby,NOR,Sampdoria,Serie A,2021,25.0,1996.0,32.7,992,976,15,12,3,3,0,3,0,0,0,0,705,1,21,MF,25-29,Midfielder,Norway,Europe
2657,David Timor,ESP,Getafe,La Liga,2021,31.0,1989.0,3.8,182,165,17,10,0,9,9,0,7,4,2,0,143,0,0,MF,30-34,Midfielder,Spain,Europe
2665,Raúl de Tomás,ESP,Espanyol,La Liga,2021,26.0,1994.0,32.4,749,700,45,3,1,32,22,3,0,0,0,0,611,4,18,FW,25-29,Forward,Spain,Europe
2676,Raúl Torrente,ESP,Granada,La Liga,2021,19.0,2001.0,14.2,605,582,20,18,1,9,2,2,0,0,0,0,435,3,7,DF,Under 20,Defender,Spain,Europe
2679,Óliver Torres,ESP,Sevilla,La Liga,2021,26.0,1994.0,11.2,656,624,29,9,3,12,25,12,5,0,4,0,523,3,11,"MF,FW",25-29,Midfielder,Spain,Europe
2680,Pau Torres,ESP,Villarreal,La Liga,2021,24.0,1997.0,31.7,1991,1893,93,85,3,27,5,2,0,0,0,0,1700,5,15,DF,20-24,Defender,Spain,Europe
2681,Roberto Torres,ESP,Osasuna,La Liga,2021,32.0,1989.0,9.0,437,366,68,25,2,13,80,8,35,16,17,0,268,3,12,"MF,FW",30-34,Midfielder,Spain,Europe
2682,Lucas Torró,ESP,Osasuna,La Liga,2021,27.0,1994.0,30.3,1281,1270,9,9,1,15,7,0,0,0,0,0,989,2,17,MF,25-29,Midfielder,Spain,Europe
2690,Adama Traoré,ESP,Wolves,Premier League,2021,25.0,1996.0,11.9,339,336,2,0,2,2,39,1,0,0,0,0,242,1,13,"FW,MF",25-29,Forward,Spain,Europe
2690,Adama Traoré,ESP,Wolves,Premier League,2021,25.0,1996.0,11.9,339,336,2,0,2,2,39,1,0,0,0,0,242,1,13,"FW,MF",25-29,Forward,Spain,Europe
2690,Adama Traoré,ESP,Wolves,Premier League,2021,25.0,1996.0,11.9,339,336,2,0,2,2,39,1,0,0,0,0,242,1,13,"FW,MF",25-29,Forward,Spain,Europe
2690,Adama Traoré,ESP,Wolves,Premier League,2021,25.0,1996.0,11.9,339,336,2,0,2,2,39,1,0,0,0,0,242,1,13,"FW,MF",25-29,Forward,Spain,Europe
2690,Adama Traoré,ESP,Wolves,Premier League,2021,25.0,1996.0,11.9,339,336,2,0,2,2,39,1,0,0,0,0,242,1,13,"FW,MF",25-29,Forward,Spain,Europe
2690,Adama Traoré,ESP,Wolves,Premier League,2021,25.0,1996.0,11.9,339,336,2,0,2,2,39,1,0,0,0,0,242,1,13,"FW,MF",25-29,Forward,Spain,Europe
2690,Adama Traoré,ESP,Wolves,Premier League,2021,25.0,1996.0,11.9,339,336,2,0,2,2,39,1,0,0,0,0,242,1,13,"FW,MF",25-29,Forward,Spain,Europe
2690,Adama Traoré,ESP,Wolves,Premier League,2021,25.0,1996.0,11.9,339,336,2,0,2,2,39,1,0,0,0,0,242,1,13,"FW,MF",25-29,Forward,Spain,Europe
2690,Adama Traoré,ESP,Wolves,Premier League,2021,25.0,1996.0,11.9,339,336,2,0,2,2,39,1,0,0,0,0,242,1,13,"FW,MF",25-29,Forward,Spain,Europe
2690,Adama Traoré,ESP,Wolves,Premier League,2021,25.0,1996.0,11.9,339,336,2,0,2,2,39,1,0,0,0,0,242,1,13,"FW,MF",25-29,Forward,Spain,Europe
2690,Adama Traoré,ESP,Wolves,Premier League,2021,25.0,1996.0,11.9,339,336,2,0,2,2,39,1,0,0,0,0,242,1,13,"FW,MF",25-29,Forward,Spain,Europe
2690,Adama Traoré,ESP,Wolves,Premier League,2021,25.0,1996.0,11.9,339,336,2,0,2,2,39,1,0,0,0,0,242,1,13,"FW,MF",25-29,Forward,Spain,Europe
2690,Adama Traoré,ESP,Wolves,Premier League,2021,25.0,1996.0,11.9,339,336,2,0,2,2,39,1,0,0,0,0,242,1,13,"FW,MF",25-29,Forward,Spain,Europe
2690,Adama Traoré,ESP,Wolves,Premier League,2021,25.0,1996.0,11.9,339,336,2,0,2,2,39,1,0,0,0,0,242,1,13,"FW,MF",25-29,Forward,Spain,Europe
2690,Adama Traoré,ESP,Wolves,Premier League,2021,25.0,1996.0,11.9,339,336,2,0,2,2,39,1,0,0,0,0,242,1,13,"FW,MF",25-29,Forward,Spain,Europe
2690,Adama Traoré,ESP,Wolves,Premier League,2021,25.0,1996.0,11.9,339,336,2,0,2,2,39,1,0,0,0,0,242,1,13,"FW,MF",25-29,Forward,Spain,Europe
2691,Adama Traoré,ESP,Barcelona,La Liga,2021,25.0,1996.0,4.2,169,166,2,0,0,0,38,2,0,0,0,0,121,1,6,FW,25-29,Forward,Spain,Europe
2691,Adama Traoré,ESP,Barcelona,La Liga,2021,25.0,1996.0,4.2,169,166,2,0,0,0,38,2,0,0,0,0,121,1,6,FW,25-29,Forward,Spain,Europe
2691,Adama Traoré,ESP,Barcelona,La Liga,2021,25.0,1996.0,4.2,169,166,2,0,0,0,38,2,0,0,0,0,121,1,6,FW,25-29,Forward,Spain,Europe
2691,Adama Traoré,ESP,Barcelona,La Liga,2021,25.0,1996.0,4.2,169,166,2,0,0,0,38,2,0,0,0,0,121,1,6,FW,25-29,Forward,Spain,Europe
2691,Adama Traoré,ESP,Barcelona,La Liga,2021,25.0,1996.0,4.2,169,166,2,0,0,0,38,2,0,0,0,0,121,1,6,FW,25-29,Forward,Spain,Europe
2691,Adama Traoré,ESP,Barcelona,La Liga,2021,25.0,1996.0,4.2,169,166,2,0,0,0,38,2,0,0,0,0,121,1,6,FW,25-29,Forward,Spain,Europe
2691,Adama Traoré,ESP,Barcelona,La Liga,2021,25.0,1996.0,4.2,169,166,2,0,0,0,38,2,0,0,0,0,121,1,6,FW,25-29,Forward,Spain,Europe
2691,Adama Traoré,ESP,Barcelona,La Liga,2021,25.0,1996.0,4.2,169,166,2,0,0,0,38,2,0,0,0,0,121,1,6,FW,25-29,Forward,Spain,Europe
2691,Adama Traoré,ESP,Barcelona,La Liga,2021,25.0,1996.0,4.2,169,166,2,0,0,0,38,2,0,0,0,0,121,1,6,FW,25-29,Forward,Spain,Europe
2691,Adama Traoré,ESP,Barcelona,La Liga,2021,25.0,1996.0,4.2,169,166,2,0,0,0,38,2,0,0,0,0,121,1,6,FW,25-29,Forward,Spain,Europe
2691,Adama Traoré,ESP,Barcelona,La Liga,2021,25.0,1996.0,4.2,169,166,2,0,0,0,38,2,0,0,0,0,121,1,6,FW,25-29,Forward,Spain,Europe
2691,Adama Traoré,ESP,Barcelona,La Liga,2021,25.0,1996.0,4.2,169,166,2,0,0,0,38,2,0,0,0,0,121,1,6,FW,25-29,Forward,Spain,Europe
2691,Adama Traoré,ESP,Barcelona,La Liga,2021,25.0,1996.0,4.2,169,166,2,0,0,0,38,2,0,0,0,0,121,1,6,FW,25-29,Forward,Spain,Europe
2691,Adama Traoré,ESP,Barcelona,La Liga,2021,25.0,1996.0,4.2,169,166,2,0,0,0,38,2,0,0,0,0,121,1,6,FW,25-29,Forward,Spain,Europe
2691,Adama Traoré,ESP,Barcelona,La Liga,2021,25.0,1996.0,4.2,169,166,2,0,0,0,38,2,0,0,0,0,121,1,6,FW,25-29,Forward,Spain,Europe
2691,Adama Traoré,ESP,Barcelona,La Liga,2021,25.0,1996.0,4.2,169,166,2,0,0,0,38,2,0,0,0,0,121,1,6,FW,25-29,Forward,Spain,Europe
2702,Manu Trigueros,ESP,Villarreal,La Liga,2021,29.0,1991.0,24.2,1224,1165,50,33,25,5,19,6,6,3,0,0,965,9,28,"MF,FW",25-29,Midfielder,Spain,Europe
2716,Beñat Turrientes,ESP,Real Sociedad,La Liga,2021,19.0,2002.0,2.3,93,89,3,2,1,0,2,0,1,1,0,0,81,1,1,MF,Under 20,Midfielder,Spain,Europe
2732,Kacper Urbanski,POL,Bologna,Serie A,2021,16.0,2004.0,0.5,21,21,0,0,0,0,1,0,0,0,0,0,15,0,0,MF,Under 20,Midfielder,Poland,Europe
2737,Álvaro Vadillo,ESP,Espanyol,La Liga,2021,26.0,1994.0,0.1,10,9,1,1,0,0,1,0,0,0,0,0,7,0,1,"DF,MF",25-29,Defender,Spain,Europe
2738,Óscar Valentín,ESP,Rayo Vallecano,La Liga,2021,26.0,1994.0,28.5,1320,1280,37,37,0,17,3,0,0,0,0,0,1102,3,22,MF,25-29,Midfielder,Spain,Europe
2739,Germán Valera,ESP,Real Sociedad,La Liga,2021,19.0,2002.0,0.6,18,18,0,0,0,0,1,0,0,0,0,0,14,0,1,FW,Under 20,Forward,Spain,Europe
2742,Jesús Vallejo,ESP,Real Madrid,La Liga,2021,24.0,1997.0,3.8,219,203,16,1,0,2,1,9,0,0,0,0,188,0,3,DF,20-24,Defender,Spain,Europe
2743,Manu Vallejo,ESP,Alavés,La Liga,2021,24.0,1997.0,4.1,114,93,21,6,0,1,13,2,3,1,1,0,81,0,4,"MF,FW",20-24,Midfielder,Spain,Europe
2744,Manu Vallejo,ESP,Valencia,La Liga,2021,24.0,1997.0,1.1,39,30,9,0,0,0,8,2,5,4,0,0,23,0,3,"FW,MF",20-24,Forward,Spain,Europe
2758,Kevin Vázquez,ESP,Celta Vigo,La Liga,2021,28.0,1993.0,14.8,878,684,193,17,0,2,42,176,0,0,0,0,678,1,20,DF,25-29,Defender,Spain,Europe
2759,Lucas Vázquez,ESP,Real Madrid,La Liga,2021,30.0,1991.0,20.4,1537,1391,142,22,1,29,75,116,4,0,3,0,1327,4,13,DF,30-34,Defender,Spain,Europe
2770,Gonzalo Verdú,ESP,Elche,La Liga,2021,32.0,1988.0,15.5,712,677,31,30,1,7,0,1,0,0,0,0,595,4,5,DF,30-34,Defender,Spain,Europe
2778,Mikel Vesga,ESP,Athletic Club,La Liga,2021,28.0,1993.0,15.1,719,709,8,7,1,11,12,0,0,0,0,0,551,2,21,MF,25-29,Midfielder,Spain,Europe
2782,Aleix Vidal,ESP,Espanyol,La Liga,2021,31.0,1989.0,21.1,1093,912,178,39,0,14,52,135,4,2,1,0,877,3,32,"DF,MF",30-34,Defender,Spain,Europe
2784,Nacho Vidal,ESP,Osasuna,La Liga,2021,26.0,1995.0,32.2,1514,1142,365,17,1,4,71,348,0,0,0,0,1069,7,40,DF,25-29,Defender,Spain,Europe
2790,Dídac Vilà,ESP,Espanyol,La Liga,2021,32.0,1989.0,2.3,87,70,17,2,0,0,2,15,0,0,0,0,70,0,0,"DF,MF",30-34,Defender,Spain,Europe
2793,Asier Villalibre,ESP,Athletic Club,La Liga,2021,23.0,1997.0,6.1,120,113,3,0,1,0,4,1,0,0,0,0,70,4,3,FW,20-24,Forward,Spain,Europe
2794,Gonzalo Villar,ESP,Getafe,La Liga,2021,23.0,1998.0,3.3,140,133,7,5,2,6,1,2,0,0,0,0,118,0,3,MF,20-24,Midfielder,Spain,Europe
2798,Vitolo,ESP,Getafe,La Liga,2021,31.0,1989.0,2.5,113,106,7,1,0,0,2,5,1,0,0,0,90,0,6,MF,30-34,Midfielder,Spain,Europe
2798,Vitolo,ESP,Getafe,La Liga,2021,31.0,1989.0,2.5,113,106,7,1,0,0,2,5,1,0,0,0,90,0,6,MF,30-34,Midfielder,Spain,Europe
2798,Vitolo,ESP,Getafe,La Liga,2021,31.0,1989.0,2.5,113,106,7,1,0,0,2,5,1,0,0,0,90,0,6,MF,30-34,Midfielder,Spain,Europe
2798,Vitolo,ESP,Getafe,La Liga,2021,31.0,1989.0,2.5,113,106,7,1,0,0,2,5,1,0,0,0,90,0,6,MF,30-34,Midfielder,Spain,Europe
2800,Dušan Vlahović,SRB,Fiorentina,Serie A,2021,21.0,2000.0,20.6,395,353,41,1,7,4,16,1,0,0,0,0,270,1,18,FW,20-24,Forward,Serbia,Europe
2801,Dušan Vlahović,SRB,Juventus,Serie A,2021,21.0,2000.0,12.0,231,219,11,1,1,1,8,1,0,0,0,0,154,1,13,FW,20-24,Forward,Serbia,Europe
2819,Sebastian Walukiewicz,POL,Cagliari,Serie A,2021,21.0,2000.0,3.4,171,164,7,4,0,1,1,3,0,0,0,0,152,0,1,DF,20-24,Defender,Poland,Europe
2844,Nico Williams,ESP,Athletic Club,La Liga,2021,19.0,2002.0,14.9,455,443,8,0,1,0,58,4,4,0,1,0,315,4,16,MF,Under 20,Midfielder,Spain,Europe
2870,Gerard Yepes,ESP,Sampdoria,Serie A,2021,18.0,2002.0,0.2,21,20,1,1,0,0,0,0,0,0,0,0,19,0,0,"MF,DF",Under 20,Midfielder,Spain,Europe
2886,Nicola Zalewski,POL,Roma,Serie A,2021,19.0,2002.0,8.8,507,400,105,14,0,1,31,84,7,3,4,0,397,2,10,DF,Under 20,Defender,Poland,Europe
2894,Oier Zarraga,ESP,Athletic Club,La Liga,2021,22.0,1999.0,13.0,491,484,5,4,1,4,19,1,0,0,0,0,378,2,9,MF,20-24,Midfielder,Spain,Europe
2905,Piotr Zieliński,POL,Napoli,Serie A,2021,27.0,1994.0,23.2,1150,1069,75,9,4,1,35,3,28,7,7,0,954,6,24,MF,25-29,Midfielder,Poland,Europe
2906,David Zima,CZE,Torino,Serie A,2021,20.0,2000.0,14.6,611,599,12,11,1,1,3,1,0,0,0,0,516,0,6,DF,20-24,Defender,Czech Republic,Europe
2916,Igor Zubeldia,ESP,Real Sociedad,La Liga,2021,24.0,1997.0,18.3,1045,1009,35,28,2,3,4,7,0,0,0,0,908,1,6,DF,20-24,Defender,Spain,Europe
2917,Martín Zubimendi,ESP,Real Sociedad,La Liga,2021,22.0,1999.0,28.8,1459,1430,25,24,2,11,2,1,0,0,0,0,1245,4,14,MF,20-24,Midfielder,Spain,Europe
2918,Szymon Żurkowski,POL,Empoli,Serie A,2021,23.0,1997.0,25.6,901,892,7,2,4,3,23,5,0,0,0,0,702,2,32,MF,20-24,Midfielder,Poland,Europe
2919,Martin Ødegaard,NOR,Arsenal,Premier League,2021,22.0,1998.0,30.9,1633,1490,136,34,19,9,59,8,31,17,6,4,1368,7,31,"MF,FW",20-24,Midfielder,Norway,Europe
52,Josué Albert,GUF,Clermont Foot,Ligue 1,2021,29.0,1992.0,0.2,6,5,1,0,0,0,0,1,0,0,0,0,5,0,0,DF,25-29,Defender,France,Europe
294,Valon Berisha,KVX,Reims,Ligue 1,2021,28.0,1993.0,5.1,188,153,33,9,0,4,27,0,20,7,9,0,126,2,2,"MF,FW",25-29,Midfielder,Sweden,Europe
652,Grégoire Defrel,MTQ,Sassuolo,Serie A,2021,30.0,1991.0,15.1,386,355,31,1,6,1,1,2,3,1,0,0,330,0,6,FW,30-34,Forward,France,Europe
