rk,player,nation,squad,comp,season,age,born,ninety_mins_played,goals,shots,shots_on_target,shots_on_target_pct,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,avg_shot_distance,free_kick_shots,penalty_kicks,penalty_kicks_attempted,xg,non_penalty_xg,non_penalty_xg_per_shot,goals_minus_xg,non_penalty_goals_minus_xg,position,age_range,general_position,country,continent
188,Folarin Balogun,USA,Arsenal,Premier League,2021,20.0,2001.0,0.8,0,3,0,0.0,3.86,0.0,0.0,,14.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,FW,20-24,Forward,United States,North America
189,Abdoulaye Bamba,CIV,Angers,Ligue 1,2021,31.0,1990.0,5.1,0,1,0,0.0,0.2,0.0,0.0,,7.3,0,0,0,0.2,0.2,0.24,-0.2,-0.2,"DF,FW",30-34,Defender,Ivory Coast,Africa
190,Jonathan Bamba,CIV,Lille,Ligue 1,2021,25.0,1996.0,27.0,1,51,12,23.5,1.89,0.44,0.02,0.08,19.9,2,0,0,3.0,3.0,0.06,-2.0,-2.0,"MF,FW",25-29,Midfielder,Ivory Coast,Africa
191,Patrick Bamford,ENG,Leeds United,Premier League,2021,27.0,1993.0,6.2,2,20,5,25.0,3.22,0.81,0.1,0.4,14.0,0,0,0,3.0,3.0,0.15,-1.0,-1.0,FW,25-29,Forward,England,Europe
192,Filippo Bandinelli,ITA,Empoli,Serie A,2021,26.0,1995.0,21.7,2,35,11,31.4,1.61,0.51,0.06,0.18,19.9,0,0,0,2.2,2.2,0.06,-0.2,-0.2,MF,25-29,Midfielder,Italy,Europe
193,Mattia Bani,ITA,Genoa,Serie A,2021,27.0,1993.0,13.5,0,9,1,11.1,0.67,0.07,0.0,0.0,10.5,0,0,0,1.1,1.1,0.12,-1.1,-1.1,DF,25-29,Defender,Italy,Europe
195,Shandon Baptiste,GRN,Brentford,Premier League,2021,23.0,1998.0,10.1,1,12,4,33.3,1.19,0.4,0.08,0.25,20.1,0,0,0,0.7,0.7,0.06,0.3,0.3,MF,20-24,Midfielder,Grenada,North America
198,Danilo Barbosa,BRA,Nice,Ligue 1,2021,25.0,1996.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,25-29,Defender,Brazil,South America
201,Melvin Bard,FRA,Nice,Ligue 1,2021,20.0,2000.0,28.8,2,5,2,40.0,0.17,0.07,0.4,1.0,17.2,0,0,0,0.9,0.9,0.18,1.1,1.1,DF,20-24,Defender,France,Europe
203,Francesco Bardi,ITA,Bologna,Serie A,2021,29.0,1992.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,25-29,Goalkeeper,Italy,Europe
204,Keidi Bare,ALB,Espanyol,La Liga,2021,23.0,1997.0,16.5,1,4,1,25.0,0.24,0.06,0.25,1.0,13.2,0,0,0,0.3,0.3,0.07,0.7,0.7,MF,20-24,Midfielder,Albania,Europe
205,Nicolò Barella,ITA,Inter,Serie A,2021,24.0,1997.0,32.4,3,68,12,17.6,2.1,0.37,0.04,0.25,20.5,0,0,0,4.7,4.7,0.07,-1.7,-1.7,MF,20-24,Midfielder,Italy,Europe
207,Ross Barkley,ENG,Chelsea,Premier League,2021,27.0,1993.0,2.0,1,9,4,44.4,4.53,2.01,0.11,0.25,22.3,0,0,0,1.0,1.0,0.11,0.0,0.0,"MF,FW",25-29,Midfielder,England,Europe
208,Aymen Barkok,MAR,Eint Frankfurt,Bundesliga,2021,23.0,1998.0,1.8,0,2,1,50.0,1.13,0.56,0.0,0.0,30.3,0,0,0,0.0,0.0,0.01,0.0,0.0,"MF,DF",20-24,Midfielder,Morocco,Africa
209,Ashley Barnes,ENG,Burnley,Premier League,2021,31.0,1989.0,9.0,1,15,5,33.3,1.67,0.56,0.0,0.0,17.3,0,1,1,2.1,1.4,0.09,-1.1,-1.4,FW,30-34,Forward,England,Europe
210,Harvey Barnes,ENG,Leicester City,Premier League,2021,23.0,1997.0,23.3,6,66,24,36.4,2.83,1.03,0.09,0.25,16.1,0,0,0,5.6,5.6,0.09,0.4,0.4,"FW,MF",20-24,Forward,England,Europe
215,Musa Barrow,GAM,Bologna,Serie A,2021,22.0,1998.0,23.7,6,71,27,38.0,2.99,1.14,0.08,0.22,21.4,3,0,0,5.9,5.9,0.08,0.1,0.1,"FW,MF",20-24,Forward,Gambia,Africa
216,Abdourahmane Barry,GUI,Greuther Fürth,Bundesliga,2021,21.0,2000.0,2.3,0,1,0,0.0,0.43,0.0,0.0,,25.9,0,0,0,0.0,0.0,0.03,0.0,0.0,DF,20-24,Defender,Guinea,Africa
218,Daniele Baselli,ITA,Torino,Serie A,2021,29.0,1992.0,1.7,0,1,0,0.0,0.6,0.0,0.0,,5.4,0,0,0,0.7,0.7,0.75,-0.7,-0.7,"MF,FW",25-29,Midfielder,Italy,Europe
219,Daniele Baselli,ITA,Cagliari,Serie A,2021,29.0,1992.0,3.2,0,5,0,0.0,1.55,0.0,0.0,,19.0,0,0,0,0.5,0.5,0.1,-0.5,-0.5,MF,25-29,Midfielder,Italy,Europe
220,Toma Bašić,CRO,Lazio,Serie A,2021,24.0,1996.0,10.9,0,16,11,68.8,1.47,1.01,0.0,0.0,21.8,2,0,0,1.6,1.6,0.12,-1.6,-1.6,MF,20-24,Midfielder,Croatia,Europe
221,Toma Bašić,CRO,Bordeaux,Ligue 1,2021,24.0,1996.0,2.3,0,2,0,0.0,0.86,0.0,0.0,,27.1,1,0,0,0.0,0.0,0.02,0.0,0.0,MF,20-24,Midfielder,Croatia,Europe
222,Amine Bassi,FRA,Metz,Ligue 1,2021,23.0,1997.0,2.0,0,4,1,25.0,1.96,0.49,0.0,0.0,26.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,"MF,FW",20-24,Midfielder,France,Europe
224,Alessandro Bastoni,ITA,Inter,Serie A,2021,22.0,1999.0,25.7,1,9,2,22.2,0.35,0.08,0.11,0.5,20.5,0,0,0,0.3,0.3,0.04,0.7,0.7,DF,20-24,Defender,Italy,Europe
225,Simone Bastoni,ITA,Spezia,Serie A,2021,24.0,1996.0,25.4,3,28,6,21.4,1.1,0.24,0.11,0.5,24.1,0,0,0,1.5,1.5,0.05,1.5,1.5,"MF,DF",20-24,Midfielder,Italy,Europe
226,Lewis Bate,ENG,Leeds United,Premier League,2021,18.0,2002.0,1.6,0,1,0,0.0,0.62,0.0,0.0,,28.9,0,0,0,0.0,0.0,0.01,0.0,0.0,MF,Under 20,Midfielder,England,Europe
227,Rodrigo Battaglia,ARG,Mallorca,La Liga,2021,30.0,1991.0,13.1,0,5,1,20.0,0.38,0.08,0.0,0.0,21.2,0,0,0,0.4,0.4,0.08,-0.4,-0.4,MF,30-34,Midfielder,Argentina,South America
228,Maximilian Bauer,GER,Greuther Fürth,Bundesliga,2021,21.0,2000.0,18.8,0,5,1,20.0,0.27,0.05,0.0,0.0,12.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,DF,20-24,Defender,Germany,Europe
229,Oliver Baumann,GER,Hoffenheim,Bundesliga,2021,31.0,1990.0,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,30-34,Goalkeeper,Germany,Europe
230,Timo Baumgartl,GER,Union Berlin,Bundesliga,2021,25.0,1996.0,24.1,1,13,5,38.5,0.54,0.21,0.08,0.2,9.9,0,0,0,1.5,1.5,0.11,-0.5,-0.5,DF,25-29,Defender,Germany,Europe
231,Julian Baumgartlinger,AUT,Leverkusen,Bundesliga,2021,33.0,1988.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,"MF,FW",30-34,Midfielder,Austria,Europe
232,Christoph Baumgartner,AUT,Hoffenheim,Bundesliga,2021,21.0,1999.0,21.0,7,42,17,40.5,2.0,0.81,0.17,0.41,13.5,0,0,0,7.0,7.0,0.17,0.0,0.0,"MF,FW",20-24,Midfielder,Austria,Europe
234,Paul Baysse,FRA,Bordeaux,Ligue 1,2021,33.0,1988.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,"MF,DF",30-34,Midfielder,France,Europe
235,Noah Joel Sarenren Bazee,NGA,Augsburg,Bundesliga,2021,24.0,1996.0,2.7,1,7,3,42.9,2.61,1.12,0.14,0.33,14.2,0,0,0,0.6,0.6,0.08,0.4,0.4,"MF,FW",20-24,Midfielder,Nigeria,Africa
236,Bebé,CPV,Rayo Vallecano,La Liga,2021,31.0,1990.0,9.6,1,50,8,16.0,5.19,0.83,0.02,0.13,26.7,10,0,0,1.7,1.7,0.03,-0.7,-0.7,FW,30-34,Forward,Cape Verde,Africa
240,Sheraldo Becker,SUR,Union Berlin,Bundesliga,2021,26.0,1995.0,19.5,4,37,18,48.6,1.89,0.92,0.11,0.22,20.1,1,0,0,2.4,2.4,0.06,1.6,1.6,"FW,MF",25-29,Forward,Suriname,South America
242,Donny van de Beek,NED,Manchester Utd,Premier League,2021,24.0,1997.0,0.8,1,2,1,50.0,2.4,1.2,0.5,1.0,9.0,0,0,0,0.5,0.5,0.24,0.5,0.5,MF,20-24,Midfielder,Netherlands,Europe
243,Donny van de Beek,NED,Everton,Premier League,2021,24.0,1997.0,5.4,1,5,1,20.0,0.93,0.19,0.2,1.0,20.5,0,0,0,1.1,1.1,0.21,-0.1,-0.1,MF,20-24,Midfielder,Netherlands,Europe
245,Valon Behrami,SUI,Genoa,Serie A,2021,36.0,1985.0,3.5,0,1,0,0.0,0.29,0.0,0.0,,13.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1,"MF,FW",35-39,Midfielder,Switzerland,Europe
246,Kevin Behrens,GER,Union Berlin,Bundesliga,2021,30.0,1991.0,5.5,2,16,7,43.8,2.89,1.26,0.13,0.29,11.5,0,0,0,2.4,2.4,0.15,-0.4,-0.4,FW,30-34,Forward,Germany,Europe
247,Youcef Belaïli,ALG,Brest,Ligue 1,2021,29.0,1992.0,9.2,3,16,6,37.5,1.75,0.65,0.19,0.5,15.9,2,0,1,2.8,1.9,0.12,0.2,1.1,"MF,FW",25-29,Midfielder,Algeria,Africa
249,Ishak Belfodil,ALG,Hertha BSC,Bundesliga,2021,29.0,1992.0,18.2,5,31,17,54.8,1.71,0.94,0.13,0.24,13.1,0,1,1,3.7,3.0,0.1,1.3,1.0,FW,25-29,Forward,Algeria,Africa
250,Haris Belkebla,ALG,Brest,Ligue 1,2021,27.0,1994.0,25.7,0,4,1,25.0,0.16,0.04,0.0,0.0,24.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,MF,25-29,Midfielder,Algeria,Africa
251,Stefan Bell,GER,Mainz 05,Bundesliga,2021,29.0,1991.0,31.8,2,22,5,22.7,0.69,0.16,0.09,0.4,10.2,0,0,0,1.7,1.7,0.08,0.3,0.3,DF,25-29,Defender,Germany,Europe
253,Raoul Bellanova,ITA,Cagliari,Serie A,2021,21.0,2000.0,27.7,1,23,5,21.7,0.83,0.18,0.04,0.2,15.3,0,0,0,1.7,1.7,0.08,-0.7,-0.7,"DF,FW",20-24,Defender,Italy,Europe
254,Karim Bellarabi,GER,Leverkusen,Bundesliga,2021,31.0,1990.0,7.6,3,28,11,39.3,3.69,1.45,0.11,0.27,17.4,0,0,0,2.0,2.0,0.07,1.0,1.0,"FW,MF",30-34,Forward,Germany,Europe
255,Jean-Ricner Bellegarde,FRA,Strasbourg,Ligue 1,2021,23.0,1998.0,25.9,2,31,7,22.6,1.2,0.27,0.06,0.29,20.8,2,0,0,1.9,1.9,0.06,0.1,0.1,MF,20-24,Midfielder,France,Europe
257,Jude Bellingham,ENG,Dortmund,Bundesliga,2021,18.0,2003.0,31.0,3,44,12,27.3,1.42,0.39,0.07,0.25,18.1,0,0,0,4.8,4.8,0.11,-1.8,-1.8,MF,Under 20,Midfielder,England,Europe
258,George Bello,USA,Arminia,Bundesliga,2021,19.0,2002.0,4.8,0,3,0,0.0,0.62,0.0,0.0,,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,DF,Under 20,Defender,United States,North America
262,Hatem Ben Arfa,FRA,Lille,Ligue 1,2021,34.0,1987.0,3.5,0,3,1,33.3,0.86,0.29,0.0,0.0,16.6,1,0,0,0.3,0.3,0.09,-0.3,-0.3,"FW,MF",30-34,Forward,France,Europe
263,Salim Ben Seghir,FRA,Marseille,Ligue 1,2021,18.0,2003.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,MF,Under 20,Midfielder,France,Europe
264,Wissam Ben Yedder,FRA,Monaco,Ligue 1,2021,30.0,1990.0,28.1,25,64,36,56.3,2.28,1.28,0.27,0.47,14.7,4,8,8,18.0,11.7,0.18,7.0,5.3,FW,30-34,Forward,France,Europe
265,Marco Benassi,ITA,Fiorentina,Serie A,2021,26.0,1994.0,1.8,0,3,0,0.0,1.71,0.0,0.0,,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,"DF,MF",25-29,Defender,Italy,Europe
266,Marco Benassi,ITA,Empoli,Serie A,2021,26.0,1994.0,4.2,0,7,3,42.9,1.65,0.71,0.0,0.0,18.3,0,0,0,0.9,0.9,0.13,-0.9,-0.9,MF,25-29,Midfielder,Italy,Europe
267,Darío Benedetto,ARG,Elche,La Liga,2021,31.0,1990.0,6.6,2,18,6,33.3,2.75,0.92,0.11,0.33,21.3,0,0,0,2.0,2.0,0.11,0.0,0.0,"FW,MF",30-34,Forward,Argentina,South America
268,Darío Benedetto,ARG,Marseille,Ligue 1,2021,31.0,1990.0,0.6,0,3,0,0.0,5.0,0.0,0.0,,12.7,0,0,0,0.3,0.3,0.09,-0.3,-0.3,"FW,MF",30-34,Forward,Argentina,South America
269,László Bénes,SVK,Gladbach,Bundesliga,2021,23.0,1997.0,2.7,0,7,5,71.4,2.56,1.83,0.0,0.0,22.6,2,0,0,0.6,0.6,0.08,-0.6,-0.6,MF,20-24,Midfielder,Slovakia,Europe
272,Loris Benito,SUI,Bordeaux,Ligue 1,2021,29.0,1992.0,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,25-29,Defender,Switzerland,Europe
275,Ismaël Bennacer,ALG,Milan,Serie A,2021,23.0,1997.0,16.9,2,16,6,37.5,0.94,0.35,0.13,0.33,23.9,2,0,0,0.7,0.7,0.04,1.3,1.3,MF,20-24,Midfielder,Algeria,Africa
276,Keanan Bennetts,ENG,Gladbach,Bundesliga,2021,22.0,1999.0,0.6,0,1,0,0.0,1.8,0.0,0.0,,19.3,0,0,0,0.0,0.0,0.03,0.0,0.0,"FW,DF",20-24,Forward,England,Europe
277,Saïd Benrahma,ALG,West Ham,Premier League,2021,25.0,1995.0,24.1,8,63,20,31.7,2.62,0.83,0.13,0.4,19.6,3,0,0,4.8,4.8,0.08,3.2,3.2,"FW,MF",25-29,Forward,Algeria,Africa
278,Ramy Bensebaini,ALG,Gladbach,Bundesliga,2021,26.0,1995.0,22.4,4,28,7,25.0,1.25,0.31,0.07,0.29,17.4,1,2,2,3.7,2.1,0.07,0.3,-0.1,DF,25-29,Defender,Algeria,Africa
279,Nabil Bentaleb,ALG,Angers,Ligue 1,2021,26.0,1994.0,16.8,1,15,7,46.7,0.89,0.42,0.07,0.14,22.9,1,0,0,0.6,0.6,0.04,0.4,0.4,MF,25-29,Midfielder,Algeria,Africa
280,Rodrigo Bentancur,URU,Tottenham,Premier League,2021,24.0,1997.0,15.1,0,14,2,14.3,0.93,0.13,0.0,0.0,19.5,0,0,0,0.8,0.8,0.06,-0.8,-0.8,MF,20-24,Midfielder,Uruguay,South America
281,Rodrigo Bentancur,URU,Juventus,Serie A,2021,24.0,1997.0,12.8,0,8,1,12.5,0.62,0.08,0.0,0.0,22.9,0,0,0,0.7,0.7,0.09,-0.7,-0.7,MF,20-24,Midfielder,Uruguay,South America
282,Christian Benteke,BEL,Crystal Palace,Premier League,2021,30.0,1990.0,12.7,4,39,13,33.3,3.07,1.02,0.1,0.31,12.5,0,0,0,4.9,4.9,0.13,-0.9,-0.9,FW,30-34,Forward,Belgium,Europe
283,Karim Benzema,FRA,Real Madrid,La Liga,2021,33.0,1987.0,28.8,27,117,48,41.0,4.06,1.67,0.17,0.42,16.2,3,7,11,23.7,15.1,0.13,3.3,4.9,FW,30-34,Forward,France,Europe
284,Alessandro Berardi,ITA,Hellas Verona,Serie A,2021,30.0,1991.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,30-34,Goalkeeper,Italy,Europe
285,Domenico Berardi,ITA,Sassuolo,Serie A,2021,26.0,1994.0,31.3,15,104,40,38.5,3.32,1.28,0.09,0.23,21.6,8,6,6,11.3,6.5,0.06,3.7,2.5,FW,25-29,Forward,Italy,Europe
293,Etrit Berisha,ALB,Torino,Serie A,2021,32.0,1989.0,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,30-34,Goalkeeper,Albania,Europe
295,Federico Bernardeschi,ITA,Juventus,Serie A,2021,27.0,1994.0,16.4,1,33,7,21.2,2.01,0.43,0.03,0.14,19.9,0,0,0,1.5,1.5,0.05,-0.5,-0.5,"MF,FW",25-29,Midfielder,Italy,Europe
299,Dimitry Bertaud,COD,Montpellier,Ligue 1,2021,23.0,1998.0,9.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,20-24,Goalkeeper,DR Congo,Africa
300,Jason Berthomier,FRA,Clermont Foot,Ligue 1,2021,31.0,1990.0,19.2,1,23,4,17.4,1.2,0.21,0.04,0.25,20.8,6,0,0,1.7,1.7,0.08,-0.7,-0.7,MF,30-34,Midfielder,France,Europe
301,Nicolò Bertola,ITA,Spezia,Serie A,2021,18.0,2003.0,0.4,0,1,1,100.0,2.57,2.57,0.0,0.0,34.3,0,0,0,0.0,0.0,0.01,0.0,0.0,"MF,DF",Under 20,Midfielder,Italy,Europe
302,Ryan Bertrand,ENG,Leicester City,Premier League,2021,31.0,1989.0,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,England,Europe
303,Daniel Bessa,ITA,Hellas Verona,Serie A,2021,28.0,1993.0,8.5,1,10,2,20.0,1.17,0.23,0.1,0.5,25.7,0,0,0,0.4,0.4,0.04,0.6,0.6,MF,25-29,Midfielder,Italy,Europe
304,Beto,GNB,Udinese,Serie A,2021,23.0,1998.0,24.1,11,64,26,40.6,2.65,1.08,0.17,0.42,13.5,0,0,0,12.7,12.7,0.2,-1.7,-1.7,FW,20-24,Forward,Guinea-Bissau,Africa
304,Beto,GNB,Udinese,Serie A,2021,23.0,1998.0,24.1,11,64,26,40.6,2.65,1.08,0.17,0.42,13.5,0,0,0,12.7,12.7,0.2,-1.7,-1.7,FW,20-24,Forward,Guinea-Bissau,Africa
304,Beto,GNB,Udinese,Serie A,2021,23.0,1998.0,24.1,11,64,26,40.6,2.65,1.08,0.17,0.42,13.5,0,0,0,12.7,12.7,0.2,-1.7,-1.7,FW,20-24,Forward,Guinea-Bissau,Africa
304,Beto,GNB,Udinese,Serie A,2021,23.0,1998.0,24.1,11,64,26,40.6,2.65,1.08,0.17,0.42,13.5,0,0,0,12.7,12.7,0.2,-1.7,-1.7,FW,20-24,Forward,Guinea-Bissau,Africa
305,Jordan Beyer,GER,Gladbach,Bundesliga,2021,21.0,2000.0,15.4,0,7,0,0.0,0.46,0.0,0.0,,13.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6,DF,20-24,Defender,Germany,Europe
311,El Bilal Touré,MLI,Reims,Ligue 1,2021,19.0,2001.0,13.3,2,32,10,31.3,2.41,0.75,0.03,0.1,14.0,0,1,1,4.1,3.3,0.1,-2.1,-2.3,FW,Under 20,Forward,Mali,Africa
312,Jean-Claude Billong,CMR,Clermont Foot,Ligue 1,2021,27.0,1993.0,10.9,0,5,1,20.0,0.46,0.09,0.0,0.0,10.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,DF,25-29,Defender,Cameroon,Africa
313,Luis Binks,ENG,Bologna,Serie A,2021,19.0,2001.0,7.2,0,2,0,0.0,0.28,0.0,0.0,,21.7,0,0,0,0.0,0.0,0.02,0.0,0.0,DF,Under 20,Defender,England,Europe
314,Cristiano Biraghi,ITA,Fiorentina,Serie A,2021,28.0,1992.0,35.0,4,36,16,44.4,1.03,0.46,0.08,0.19,25.4,14,1,2,3.1,1.5,0.04,0.9,1.5,DF,25-29,Defender,Italy,Europe
316,Tom Bischof,GER,Hoffenheim,Bundesliga,2021,16.0,2005.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,MF,Under 20,Midfielder,Germany,Europe
317,Yves Bissouma,MLI,Brighton,Premier League,2021,24.0,1996.0,23.5,1,21,5,23.8,0.9,0.21,0.05,0.2,25.3,1,0,0,0.9,0.9,0.04,0.1,0.1,MF,20-24,Midfielder,Mali,Africa
319,Marco Bizot,NED,Brest,Ligue 1,2021,30.0,1991.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,30-34,Goalkeeper,Netherlands,Europe
320,Bjarki Bjarkason,ISL,Venezia,Serie A,2021,21.0,2000.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,MF,20-24,Midfielder,Iceland,Europe
322,Ludovic Blas,FRA,Nantes,Ligue 1,2021,23.0,1997.0,32.9,10,85,32,37.6,2.58,0.97,0.06,0.16,20.6,1,5,5,11.7,7.8,0.09,-1.7,-2.8,"MF,FW",20-24,Midfielder,France,Europe
323,Danny Blum,GER,Bochum,Bundesliga,2021,30.0,1991.0,3.8,2,11,5,45.5,2.86,1.3,0.18,0.4,16.5,1,0,0,0.8,0.8,0.07,1.2,1.2,FW,30-34,Forward,Germany,Europe
324,Myron Boadu,NED,Monaco,Ligue 1,2021,20.0,2001.0,10.7,4,21,8,38.1,1.97,0.75,0.19,0.5,10.5,0,0,0,6.6,6.6,0.32,-2.6,-2.6,FW,20-24,Forward,Netherlands,Europe
325,Jérôme Boateng,GER,Lyon,Ligue 1,2021,32.0,1988.0,18.0,0,5,3,60.0,0.28,0.17,0.0,0.0,17.9,0,0,0,0.3,0.3,0.06,-0.3,-0.3,DF,30-34,Defender,Germany,Europe
326,Kevin-Prince Boateng,GHA,Hertha BSC,Bundesliga,2021,34.0,1987.0,7.7,0,10,2,20.0,1.29,0.26,0.0,0.0,22.5,0,0,0,0.3,0.3,0.03,-0.3,-0.3,"MF,FW",30-34,Midfielder,Ghana,Africa
327,Antonin Bobichon,FRA,Angers,Ligue 1,2021,25.0,1995.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,"MF,FW",25-29,Midfielder,France,Europe
328,Herbert Bockhorn,GER,Bochum,Bundesliga,2021,26.0,1995.0,9.4,0,7,2,28.6,0.74,0.21,0.0,0.0,23.4,1,0,0,0.3,0.3,0.04,-0.3,-0.3,DF,25-29,Defender,Germany,Europe
329,Jean-Paul Boëtius,NED,Mainz 05,Bundesliga,2021,27.0,1994.0,20.0,2,24,8,33.3,1.2,0.4,0.08,0.25,24.4,1,0,0,1.0,1.0,0.04,1.0,1.0,MF,25-29,Midfielder,Netherlands,Europe
332,Luka Bogdan,CRO,Salernitana,Serie A,2021,25.0,1996.0,4.4,0,2,0,0.0,0.45,0.0,0.0,,14.9,0,0,0,0.0,0.0,0.02,0.0,0.0,DF,25-29,Defender,Croatia,Europe
334,Quentin Boisgard,FRA,Lorient,Ligue 1,2021,24.0,1997.0,10.6,1,16,8,50.0,1.5,0.75,0.06,0.13,24.6,1,0,0,0.8,0.8,0.05,0.2,0.2,"MF,FW",20-24,Midfielder,France,Europe
335,Charles Boli,FRA,Lens,Ligue 1,2021,22.0,1998.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,"MF,DF",20-24,Midfielder,France,Europe
336,Willy Boly,CIV,Wolves,Premier League,2021,30.0,1991.0,10.0,0,2,1,50.0,0.2,0.1,0.0,0.0,9.4,0,0,0,0.2,0.2,0.09,-0.2,-0.2,DF,30-34,Defender,Ivory Coast,Africa
337,Giacomo Bonaventura,ITA,Fiorentina,Serie A,2021,31.0,1989.0,25.2,4,46,14,30.4,1.83,0.56,0.09,0.29,17.9,1,0,0,4.7,4.7,0.11,-0.7,-0.7,MF,30-34,Midfielder,Italy,Europe
338,Federico Bonazzoli,ITA,Salernitana,Serie A,2021,24.0,1997.0,20.7,10,55,20,36.4,2.65,0.96,0.15,0.4,17.8,1,2,2,7.5,5.9,0.11,2.5,2.1,"FW,MF",20-24,Forward,Italy,Europe
339,Tarsis Bonga,GER,Bochum,Bundesliga,2021,24.0,1997.0,0.2,0,3,1,33.3,15.88,5.29,0.0,0.0,14.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,"MF,FW",20-24,Midfielder,Germany,Europe
340,Kevin Bonifazi,ITA,Bologna,Serie A,2021,25.0,1996.0,13.4,0,9,0,0.0,0.67,0.0,0.0,,14.5,0,0,0,0.7,0.7,0.08,-0.7,-0.7,DF,25-29,Defender,Italy,Europe
341,Solomon Bonnah,NED,RB Leipzig,Bundesliga,2021,17.0,2003.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,Under 20,Defender,Netherlands,Europe
343,Sebastiaan Bornauw,BEL,Wolfsburg,Bundesliga,2021,22.0,1999.0,22.3,1,13,4,30.8,0.58,0.18,0.08,0.25,11.0,0,0,0,1.1,1.1,0.09,-0.1,-0.1,DF,20-24,Defender,Belgium,Europe
344,Rafael Borré,COL,Eint Frankfurt,Bundesliga,2021,25.0,1995.0,26.4,8,53,24,45.3,2.01,0.91,0.15,0.33,14.5,0,0,0,7.5,7.5,0.14,0.5,0.5,FW,25-29,Forward,Colombia,South America
345,Sven Botman,NED,Lille,Ligue 1,2021,21.0,2000.0,25.0,3,15,5,33.3,0.6,0.2,0.2,0.6,10.8,0,0,0,1.6,1.6,0.11,1.4,1.4,DF,20-24,Defender,Netherlands,Europe
346,Denis Bouanga,GAB,Saint-Étienne,Ligue 1,2021,26.0,1994.0,27.1,9,84,30,35.7,3.1,1.11,0.11,0.3,18.9,4,0,0,8.0,8.0,0.1,1.0,1.0,"FW,MF",25-29,Forward,Gabon,Africa
347,Hicham Boudaoui,ALG,Nice,Ligue 1,2021,21.0,1999.0,18.0,3,16,5,31.3,0.89,0.28,0.19,0.6,18.1,0,0,0,1.1,1.1,0.07,1.9,1.9,MF,20-24,Midfielder,Algeria,Africa
348,Ryad Boudebouz,ALG,Saint-Étienne,Ligue 1,2021,31.0,1990.0,25.0,3,27,9,33.3,1.08,0.36,0.07,0.22,24.7,7,1,1,2.3,1.5,0.05,0.7,0.5,"MF,FW",30-34,Midfielder,Algeria,Africa
350,Farid Boulaya,ALG,Metz,Ligue 1,2021,28.0,1993.0,17.0,4,19,6,31.6,1.12,0.35,0.21,0.67,24.2,6,0,0,1.5,1.5,0.08,2.5,2.5,"MF,FW",25-29,Midfielder,Algeria,Africa
354,Benjamin Bourigeaud,FRA,Rennes,Ligue 1,2021,27.0,1994.0,35.5,11,51,21,41.2,1.44,0.59,0.22,0.52,17.3,8,0,0,5.7,5.7,0.11,5.3,5.3,"FW,MF",25-29,Forward,France,Europe
356,Edoardo Bove,ITA,Roma,Serie A,2021,19.0,2002.0,0.8,1,1,1,100.0,1.32,1.32,1.0,1.0,16.4,0,0,0,0.0,0.0,0.02,1.0,1.0,"MF,DF",Under 20,Midfielder,Italy,Europe
