rk,player,nation,squad,comp,season,age,born,ninety_mins_played,passes_completed,passes_attempted,pass_completion_pct,total_pass_distance,progressive_pass_distance,short_passes_completed,short_passes_attempted,short_pass_completion_pct,medium_passes_completed,medium_passes_attempted,medium_pass_completion_pct,long_passes_completed,long_passes_attempted,long_pass_completion_pct,assists,xag,xa,assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,position,age_range,general_position,country,continent
1284,Robin Koch,GER,Freiburg,Bundesliga,2019,23.0,1996.0,30.1,1266,1517,83.5,28152,10004,285,338,84.3,750,839,89.4,215,289,74.4,0,1.1,1.6,-1.1,12,80,14,3,103,"DF,MF",20-24,Defender,Germany,Europe
1285,Giorgi Kochorashvili,GEO,Levante,La Liga,2019,20.0,1999.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,MF,20-24,Midfielder,Georgia,Asia
1286,Jonathan Kodjia,CIV,Aston Villa,Premier League,2019,29.0,1989.0,1.3,15,27,55.6,183,3,12,16,75.0,3,5,60.0,0,2,0.0,0,0.1,0.1,-0.1,1,1,0,0,1,FW,25-29,Forward,Ivory Coast,Africa
1288,Dominik Kohr,GER,Eint Frankfurt,Bundesliga,2019,25.0,1994.0,16.1,636,797,79.8,9973,2863,338,385,87.8,227,270,84.1,43,78,55.1,3,1.7,1.3,1.3,19,75,13,2,93,MF,25-29,Midfielder,Germany,Europe
1292,Timothée Kolodziejczak,FRA,Saint-Étienne,Ligue 1,2019,27.0,1991.0,14.5,558,732,76.2,9529,3708,243,282,86.2,270,333,81.1,35,89,39.3,0,0.4,0.5,-0.4,7,37,3,2,50,DF,25-29,Defender,France,Europe
1293,Ghislain Konan,CIV,Reims,Ligue 1,2019,23.0,1995.0,14.8,713,913,78.1,11252,4674,402,452,88.9,252,318,79.2,48,99,48.5,1,1.0,0.6,0.0,13,64,10,4,85,DF,20-24,Defender,Ivory Coast,Africa
1294,Ibrahima Konaté,FRA,RB Leipzig,Bundesliga,2019,20.0,1999.0,6.3,305,345,88.4,5244,1747,125,134,93.3,152,168,90.5,20,34,58.8,0,0.1,0.2,-0.1,1,12,4,2,18,DF,20-24,Defender,France,Europe
1296,Geoffrey Kondogbia,CTA,Valencia,La Liga,2019,26.0,1993.0,20.1,935,1117,83.7,17382,4485,395,449,88.0,376,429,87.6,130,186,69.9,1,0.2,0.4,0.8,6,84,4,0,98,MF,25-29,Midfielder,Central African Republic,Africa
1297,Lamine Koné,CIV,Strasbourg,Ligue 1,2019,30.0,1989.0,16.4,598,741,80.7,12214,4180,195,231,84.4,281,319,88.1,103,154,66.9,0,0.4,0.6,-0.4,4,39,6,2,49,DF,30-34,Defender,Ivory Coast,Africa
1298,Manu Koné,FRA,Toulouse,Ligue 1,2019,18.0,2001.0,9.7,305,378,80.7,4615,1286,168,197,85.3,109,125,87.2,18,38,47.4,0,0.2,0.2,-0.2,5,23,0,0,25,MF,Under 20,Midfielder,France,Europe
1301,Ezri Konsa,ENG,Aston Villa,Premier League,2019,21.0,1997.0,22.7,677,877,77.2,12291,4688,280,320,87.5,331,400,82.8,58,129,45.0,2,1.0,0.3,1.0,11,42,5,5,53,DF,20-24,Defender,England,Europe
1302,Pascal Köpke,GER,Hertha BSC,Bundesliga,2019,23.0,1995.0,1.3,23,34,67.6,322,46,12,16,75.0,7,12,58.3,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,1,FW,20-24,Forward,Germany,Europe
1303,Laurent Koscielny,FRA,Bordeaux,Ligue 1,2019,33.0,1985.0,24.3,1209,1378,87.7,23745,10406,350,382,91.6,733,789,92.9,111,175,63.4,0,0.0,0.2,0.0,2,55,2,0,56,DF,30-34,Defender,France,Europe
1305,Christian Kouamé,CIV,Fiorentina,Serie A,2019,21.0,1997.0,3.3,73,102,71.6,1061,238,47,57,82.5,18,24,75.0,6,10,60.0,1,0.2,0.1,0.8,5,6,3,1,7,"FW,MF",20-24,Forward,Ivory Coast,Africa
1306,Christian Kouamé,CIV,Genoa,Serie A,2019,21.0,1997.0,10.2,176,242,72.7,2261,458,106,137,77.4,43,59,72.9,7,11,63.6,2,1.0,1.1,1.0,14,10,9,1,26,FW,20-24,Forward,Ivory Coast,Africa
1308,Kalidou Koulibaly,SEN,Napoli,Serie A,2019,28.0,1991.0,23.4,1551,1702,91.1,28407,11880,631,666,94.7,721,760,94.9,170,227,74.9,0,0.5,0.7,-0.5,10,124,8,1,132,DF,25-29,Defender,Senegal,Africa
1310,Jules Koundé,FRA,Sevilla,La Liga,2019,20.0,1998.0,25.7,1279,1511,84.6,24144,8245,470,520,90.4,661,728,90.8,132,215,61.4,1,1.0,0.8,0.0,4,78,3,2,82,DF,20-24,Defender,France,Europe
1312,Cheikhou Kouyaté,SEN,Crystal Palace,Premier League,2019,29.0,1989.0,28.1,636,876,72.6,9359,2974,352,429,82.1,213,291,73.2,37,70,52.9,1,0.9,1.1,0.1,10,41,7,1,64,"MF,DF",25-29,Midfielder,Senegal,Africa
1316,Thomas Kraft,GER,Hertha BSC,Bundesliga,2019,31.0,1988.0,4.0,78,129,60.5,2833,2438,8,8,100.0,25,26,96.2,45,94,47.9,0,0.0,0.0,0.0,0,3,0,0,0,GK,30-34,Goalkeeper,Germany,Europe
1317,Emil Krafth,SWE,Newcastle Utd,Premier League,2019,24.0,1994.0,11.3,305,418,73.0,4680,2168,158,182,86.8,118,165,71.5,18,38,47.4,1,0.6,0.6,0.4,1,18,3,1,19,DF,20-24,Defender,Sweden,Europe
1319,Christoph Kramer,GER,Gladbach,Bundesliga,2019,28.0,1991.0,16.3,788,932,84.5,11993,3517,429,482,89.0,257,298,86.2,59,86,68.6,0,0.4,0.8,-0.4,9,64,10,1,81,MF,25-29,Midfielder,Germany,Europe
1320,Tom Krauß,GER,RB Leipzig,Bundesliga,2019,18.0,2001.0,0.0,5,5,100.0,66,22,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,MF,Under 20,Midfielder,Germany,Europe
1323,Felix Kroos,GER,Union Berlin,Bundesliga,2019,28.0,1991.0,4.2,129,165,78.2,2101,717,61,71,85.9,44,56,78.6,15,25,60.0,0,0.0,0.2,0.0,0,15,2,0,16,"MF,DF",25-29,Midfielder,Germany,Europe
1324,Toni Kroos,GER,Real Madrid,La Liga,2019,29.0,1990.0,29.5,2224,2501,88.9,40946,11544,1088,1136,95.8,715,776,92.1,353,486,72.6,5,5.1,4.5,-0.1,61,277,32,7,298,MF,25-29,Midfielder,Germany,Europe
1325,Tim Krul,NED,Norwich City,Premier League,2019,31.0,1988.0,36.0,1084,1583,68.5,29495,20355,168,170,98.8,564,578,97.6,352,828,42.5,0,0.0,0.0,0.0,0,5,0,0,1,GK,30-34,Goalkeeper,Netherlands,Europe
1327,Lukas Kübler,GER,Freiburg,Bundesliga,2019,26.0,1992.0,2.3,76,99,76.8,1610,623,25,33,75.8,36,42,85.7,15,22,68.2,0,0.0,0.0,0.0,0,10,1,0,8,DF,25-29,Defender,Germany,Europe
1328,Takefusa Kubo,JPN,Mallorca,La Liga,2019,18.0,2001.0,25.7,526,766,68.7,6991,2079,329,404,81.4,146,203,71.9,15,58,25.9,4,2.7,3.5,1.3,34,36,36,6,94,"MF,FW",Under 20,Midfielder,Japan,Asia
1329,Juraj Kucka,SVK,Parma,Serie A,2019,32.0,1987.0,21.5,495,723,68.5,7712,2569,269,352,76.4,151,211,71.6,43,84,51.2,3,2.9,1.3,0.1,19,37,12,3,63,"MF,FW",30-34,Midfielder,Slovakia,Europe
1330,Dejan Kulusevski,SWE,Parma,Serie A,2019,19.0,2000.0,32.6,865,1138,76.0,12281,3476,490,586,83.6,277,343,80.8,47,93,50.5,8,8.6,5.0,-0.6,77,65,46,6,128,"FW,MF",Under 20,Forward,Sweden,Europe
1331,Marash Kumbulla,ALB,Hellas Verona,Serie A,2019,19.0,2000.0,21.7,773,922,83.8,13977,5740,301,340,88.5,383,423,90.5,64,103,62.1,0,0.1,0.1,-0.1,2,39,0,0,58,DF,Under 20,Defender,Albania,Europe
1340,Antonino La Gumina,ITA,Sampdoria,Serie A,2019,23.0,1996.0,2.1,31,36,86.1,326,3,24,26,92.3,5,5,100.0,0,0,,0,0.1,0.0,-0.1,2,0,0,0,0,FW,20-24,Forward,Italy,Europe
1341,Andrea La Mantia,ITA,Lecce,Serie A,2019,28.0,1991.0,6.1,85,117,72.6,1216,211,55,72,76.4,20,25,80.0,6,7,85.7,0,0.3,0.3,-0.3,6,6,0,0,10,FW,25-29,Forward,Italy,Europe
1342,Gaëtan Laborde,FRA,Montpellier,Ligue 1,2019,25.0,1994.0,24.9,428,661,64.8,5547,1336,269,351,76.6,120,181,66.3,13,34,38.2,5,3.8,2.9,1.2,24,32,23,3,77,FW,25-29,Forward,France,Europe
1343,Alexandre Lacazette,FRA,Arsenal,Premier League,2019,28.0,1991.0,20.8,391,521,75.0,5362,1084,225,262,85.9,105,140,75.0,22,41,53.7,4,2.9,1.6,1.1,24,25,23,4,49,FW,25-29,Forward,France,Europe
1344,Riccardo Ladinetti,ITA,Cagliari,Serie A,2019,18.0,2000.0,1.4,61,78,78.2,992,297,32,36,88.9,20,28,71.4,7,9,77.8,0,0.1,0.1,-0.1,3,6,0,0,3,MF,Under 20,Midfielder,Italy,Europe
1345,Alban Lafont,FRA,Nantes,Ligue 1,2019,20.0,1999.0,27.0,552,886,62.3,16508,12781,96,100,96.0,246,250,98.4,210,531,39.5,0,0.0,0.1,0.0,0,14,0,0,0,GK,20-24,Goalkeeper,France,Europe
1347,Jack Lahne,SWE,Amiens,Ligue 1,2019,17.0,2001.0,0.1,1,1,100.0,20,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,FW,Under 20,Forward,Sweden,Europe
1348,Konrad Laimer,AUT,RB Leipzig,Bundesliga,2019,22.0,1997.0,23.5,1045,1296,80.6,16053,5175,543,615,88.3,355,415,85.5,81,142,57.0,6,2.2,2.8,3.8,14,111,26,1,143,MF,20-24,Midfielder,Austria,Europe
1349,Stefan Lainer,AUT,Gladbach,Bundesliga,2019,26.0,1992.0,30.1,1086,1561,69.6,18622,8085,514,630,81.6,436,600,72.7,108,217,49.8,3,3.4,4.6,-0.4,36,92,46,22,123,DF,25-29,Defender,Austria,Europe
1351,Kenny Lala,MAD,Strasbourg,Ligue 1,2019,27.0,1991.0,22.7,1009,1362,74.1,20450,6692,379,443,85.6,403,513,78.6,199,325,61.2,1,2.6,2.3,-1.6,30,89,28,14,97,"DF,MF",25-29,Defender,Madagascar,Africa
1352,Adam Lallana,ENG,Liverpool,Premier League,2019,31.0,1988.0,4.2,229,272,84.2,2865,728,152,166,91.6,57,66,86.4,6,13,46.2,1,0.6,0.3,0.4,4,24,3,0,23,"MF,FW",30-34,Midfielder,England,Europe
1357,Michael Lang,SUI,Werder Bremen,Bundesliga,2019,28.0,1991.0,6.0,262,326,80.4,4154,1397,148,169,87.6,86,107,80.4,20,32,62.5,0,0.5,0.8,-0.5,3,12,5,3,23,"DF,FW",25-29,Defender,Switzerland,Europe
1358,Sebastian Langkamp,GER,Werder Bremen,Bundesliga,2019,31.0,1988.0,3.5,169,198,85.4,3241,948,46,55,83.6,102,109,93.6,17,22,77.3,0,0.0,0.0,0.0,0,5,0,0,10,DF,30-34,Defender,Germany,Europe
1359,Henri Lansbury,ENG,Aston Villa,Premier League,2019,28.0,1990.0,2.2,64,83,77.1,1163,215,29,33,87.9,25,36,69.4,8,10,80.0,0,0.1,0.2,-0.1,2,7,0,0,7,MF,25-29,Midfielder,England,Europe
1360,Manuel Lanzini,ARG,West Ham,Premier League,2019,26.0,1993.0,15.3,674,806,83.6,10014,2796,385,431,89.3,201,231,87.0,50,82,61.0,2,2.2,1.7,-0.2,31,79,12,2,77,"MF,FW",25-29,Midfielder,Argentina,South America
1361,Gianluca Lapadula,PER,Lecce,Serie A,2019,29.0,1990.0,19.8,243,329,73.9,3380,460,151,189,79.9,69,88,78.4,13,18,72.2,0,1.5,1.3,-1.5,22,13,1,0,22,FW,25-29,Forward,Peru,South America
1365,Gautier Larsonneur,FRA,Brest,Ligue 1,2019,22.0,1997.0,26.6,746,1019,73.2,20998,14420,95,95,100.0,413,423,97.6,237,499,47.5,0,0.0,0.0,0.0,1,10,0,0,2,GK,20-24,Goalkeeper,France,Europe
1367,Jamaal Lascelles,ENG,Newcastle Utd,Premier League,2019,25.0,1993.0,23.1,676,851,79.4,13098,3863,223,270,82.6,358,421,85.0,79,119,66.4,0,0.2,0.1,-0.2,2,24,1,0,21,DF,25-29,Defender,England,Europe
1368,Paul Lasne,FRA,Brest,Ligue 1,2019,30.0,1989.0,13.6,546,665,82.1,8574,2122,302,342,88.3,193,227,85.0,39,63,61.9,1,1.9,1.2,-0.9,16,48,13,4,54,"MF,FW",30-34,Midfielder,France,Europe
1370,Danny Latza,GER,Mainz 05,Bundesliga,2019,29.0,1989.0,15.3,495,626,79.1,8881,2671,200,246,81.3,225,258,87.2,56,87,64.4,2,2.1,1.2,-0.1,20,46,12,2,72,MF,25-29,Midfielder,Germany,Europe
1371,Vincent Laurini,FRA,Parma,Serie A,2019,30.0,1989.0,9.8,427,542,78.8,7262,3022,192,215,89.3,181,213,85.0,39,86,45.3,2,0.5,0.4,1.5,6,36,7,4,44,DF,30-34,Defender,France,Europe
1372,Wesley Lautoa,NCL,Dijon,Ligue 1,2019,31.0,1987.0,20.8,853,990,86.2,16907,5993,329,367,89.6,378,413,91.5,129,170,75.9,1,0.5,0.4,0.5,9,67,5,1,68,"MF,DF",30-34,Midfielder,New Caledonia,Oceania
1375,Valentino Lazaro,AUT,Newcastle Utd,Premier League,2019,23.0,1996.0,5.3,157,197,79.7,2316,877,86,95,90.5,50,59,84.7,10,27,37.0,0,0.2,0.2,-0.2,6,5,3,1,7,"DF,MF",20-24,Defender,Austria,Europe
1376,Valentino Lazaro,AUT,Inter,Serie A,2019,23.0,1996.0,3.6,147,195,75.4,2392,788,76,82,92.7,56,79,70.9,12,21,57.1,1,1.4,1.0,-0.4,9,8,9,5,14,DF,20-24,Defender,Austria,Europe
1378,Manuel Lazzari,ITA,Lazio,Serie A,2019,25.0,1993.0,28.3,835,1066,78.3,11933,2589,482,543,88.8,257,327,78.6,45,89,50.6,3,3.2,2.8,-0.2,35,14,38,22,39,DF,25-29,Defender,Italy,Europe
1379,Mickaël Le Bihan,FRA,Nice,Ligue 1,2019,29.0,1990.0,1.1,16,21,76.2,214,13,9,10,90.0,6,6,100.0,0,2,0.0,1,0.7,0.0,0.3,1,0,1,0,1,"FW,DF",25-29,Forward,France,Europe
1383,Rafael Leão,POR,Milan,Serie A,2019,20.0,1999.0,15.6,349,465,75.1,5287,1118,197,249,79.1,113,139,81.3,24,36,66.7,1,2.6,2.4,-1.6,31,12,26,10,39,FW,20-24,Forward,Portugal,Europe
1385,Mathew Leckie,AUS,Hertha BSC,Bundesliga,2019,28.0,1991.0,2.2,59,87,67.8,867,198,34,43,79.1,20,27,74.1,3,4,75.0,0,0.0,0.1,0.0,0,2,0,0,3,"DF,FW",25-29,Defender,Australia,Oceania
1386,Benjamin Lecomte,FRA,Monaco,Ligue 1,2019,28.0,1991.0,28.0,633,850,74.5,18387,14304,101,102,99.0,287,291,98.6,244,454,53.7,0,0.0,0.0,0.0,0,7,0,0,0,GK,25-29,Goalkeeper,France,Europe
1387,Pierre Lees-Melou,FRA,Nice,Ligue 1,2019,26.0,1993.0,25.0,1019,1221,83.5,17481,4875,499,550,90.7,392,451,86.9,98,144,68.1,6,3.9,3.5,2.1,33,98,27,6,157,MF,25-29,Midfielder,France,Europe
1388,Jordan Lefort,FRA,Amiens,Ligue 1,2019,25.0,1993.0,9.4,407,503,80.9,7496,3603,176,188,93.6,170,206,82.5,51,93,54.8,1,0.2,0.2,0.8,3,21,1,1,28,DF,25-29,Defender,France,Europe
1391,Moritz Leitner,GER,Norwich City,Premier League,2019,26.0,1992.0,7.6,498,579,86.0,7179,1732,293,314,93.3,143,161,88.8,31,52,59.6,0,0.3,0.5,-0.3,7,39,15,1,62,MF,25-29,Midfielder,Germany,Europe
1392,Lucas Leiva,BRA,Lazio,Serie A,2019,32.0,1987.0,20.1,978,1142,85.6,17528,5923,425,473,89.9,406,460,88.3,124,148,83.8,1,1.7,1.1,-0.7,19,95,10,0,124,MF,30-34,Midfielder,Brazil,South America
1393,Florian Lejeune,FRA,Newcastle Utd,Premier League,2019,28.0,1991.0,4.9,148,216,68.5,2641,1074,66,82,80.5,67,81,82.7,12,41,29.3,0,0.0,0.0,0.0,1,3,0,0,7,DF,25-29,Defender,France,Europe
1395,Nicolas Lemaître,FRA,Reims,Ligue 1,2019,22.0,1997.0,1.0,22,27,81.5,563,345,2,2,100.0,17,17,100.0,3,8,37.5,0,0.0,0.0,0.0,0,0,0,0,0,GK,20-24,Goalkeeper,France,Europe
1396,Thomas Lemar,FRA,Atlético Madrid,La Liga,2019,23.0,1995.0,10.3,314,400,78.5,5091,1534,156,181,86.2,117,135,86.7,24,47,51.1,0,0.5,1.2,-0.5,8,19,10,1,49,MF,20-24,Midfielder,France,Europe
1398,Clément Lenglet,FRA,Barcelona,La Liga,2019,24.0,1995.0,26.9,1985,2153,92.2,36904,12890,743,788,94.3,1027,1078,95.3,187,242,77.3,1,0.5,0.4,0.5,6,146,1,0,125,DF,20-24,Defender,France,Europe
1399,Aaron Lennon,ENG,Burnley,Premier League,2019,32.0,1987.0,5.5,84,127,66.1,1046,270,55,66,83.3,23,30,76.7,2,11,18.2,0,0.1,0.2,-0.1,2,5,2,1,7,MF,30-34,Midfielder,England,Europe
1400,Bernd Leno,GER,Arsenal,Premier League,2019,27.0,1992.0,29.4,762,990,77.0,16550,10417,214,215,99.5,429,432,99.3,112,330,33.9,0,0.0,0.0,0.0,0,2,0,0,0,GK,25-29,Goalkeeper,Germany,Europe
1401,Christopher Lenz,GER,Union Berlin,Bundesliga,2019,24.0,1994.0,25.2,836,1177,71.0,13553,6060,433,498,86.9,288,398,72.4,82,180,45.6,3,2.9,3.2,0.1,24,53,20,10,79,"DF,MF",20-24,Defender,Germany,Europe
1406,Mehdi Léris,ALG,Sampdoria,Serie A,2019,21.0,1998.0,5.7,166,228,72.8,2586,665,100,111,90.1,50,74,67.6,12,25,48.0,1,0.7,0.5,0.3,9,14,8,3,23,"MF,FW",20-24,Midfielder,Algeria,Africa
1407,Jefferson Lerma,COL,Bournemouth,Premier League,2019,24.0,1994.0,30.0,1104,1415,78.0,19745,6712,498,591,84.3,445,528,84.3,132,220,60.0,2,1.4,1.4,0.6,12,136,15,0,137,MF,20-24,Midfielder,Colombia,South America
1408,Karlo Letica,CRO,SPAL,Serie A,2019,22.0,1997.0,10.0,203,316,64.2,6035,4984,46,46,100.0,76,77,98.7,76,186,40.9,0,0.1,0.0,-0.1,1,2,0,0,0,GK,20-24,Goalkeeper,Croatia,Europe
1412,Stephan Lichtsteiner,SUI,Augsburg,Bundesliga,2019,35.0,1984.0,14.9,394,600,65.7,6288,3545,198,244,81.1,168,237,70.9,19,71,26.8,1,0.5,0.7,0.5,8,30,8,5,52,DF,35-39,Defender,Switzerland,Europe
1413,Dimitri Liénard,FRA,Strasbourg,Ligue 1,2019,31.0,1988.0,16.5,791,1037,76.3,16884,4238,280,317,88.3,295,361,81.7,187,308,60.7,3,3.4,3.3,-0.4,33,88,21,11,98,MF,30-34,Midfielder,France,Europe
1414,Philipp Lienhart,AUT,Freiburg,Bundesliga,2019,23.0,1996.0,20.2,892,1045,85.4,18409,5759,235,254,92.5,553,592,93.4,102,180,56.7,1,0.5,0.2,0.5,2,41,3,0,55,DF,20-24,Defender,Austria,Europe
1415,Matthijs de Ligt,NED,Juventus,Serie A,2019,19.0,1999.0,27.2,1408,1565,90.0,26993,9160,452,492,91.9,764,822,92.9,149,186,80.1,0,0.2,0.5,-0.2,3,79,0,0,88,DF,Under 20,Defender,Netherlands,Europe
1416,Isaac Lihadji,FRA,Marseille,Ligue 1,2019,17.0,2002.0,0.3,11,14,78.6,130,40,8,8,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,MF,Under 20,Midfielder,France,Europe
1421,Victor Lindelöf,SWE,Manchester Utd,Premier League,2019,25.0,1994.0,34.4,1824,2114,86.3,33116,11930,692,752,92.0,954,1038,91.9,145,256,56.6,0,0.3,0.5,-0.3,4,84,2,0,111,DF,25-29,Defender,Sweden,Europe
1423,Jesse Lingard,ENG,Manchester Utd,Premier League,2019,26.0,1992.0,10.4,350,408,85.8,4646,903,203,224,90.6,109,125,87.2,12,17,70.6,0,1.0,0.6,-1.0,20,38,7,0,45,"MF,FW",25-29,Midfielder,England,Europe
1428,Gautier Lloris,FRA,Nice,Ligue 1,2019,24.0,1995.0,3.0,163,178,91.6,2869,983,62,63,98.4,84,92,91.3,13,17,76.5,0,0.0,0.0,0.0,0,0,0,0,2,DF,20-24,Defender,France,Europe
1429,Hugo Lloris,FRA,Tottenham,Premier League,2019,32.0,1986.0,20.1,414,573,72.3,11600,8725,106,108,98.1,153,155,98.7,149,302,49.3,0,0.0,0.0,0.0,0,5,0,0,0,GK,30-34,Goalkeeper,France,Europe
1430,Giovani Lo Celso,ARG,Tottenham,Premier League,2019,23.0,1996.0,16.6,839,1034,81.1,13215,3649,428,479,89.4,287,341,84.2,72,123,58.5,2,1.6,1.5,0.4,29,81,22,0,112,"MF,FW",20-24,Midfielder,Argentina,South America
1431,Stanislav Lobotka,SVK,Napoli,Serie A,2019,24.0,1994.0,8.4,605,639,94.7,9488,2554,342,362,94.5,189,197,95.9,52,52,100.0,0,0.2,0.4,-0.2,6,56,2,0,42,MF,20-24,Midfielder,Slovakia,Europe
1432,Stanislav Lobotka,SVK,Celta Vigo,La Liga,2019,24.0,1994.0,15.4,685,776,88.3,11202,3092,333,361,92.2,253,283,89.4,66,80,82.5,0,0.3,0.4,-0.3,9,65,5,0,84,MF,20-24,Midfielder,Slovakia,Europe
1433,Jürgen Locadia,CUW,Brighton,Premier League,2019,25.0,1993.0,1.0,10,21,47.6,126,1,7,10,70.0,3,6,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,"FW,MF",25-29,Forward,Curaçao,Europe
1434,Jürgen Locadia,CUW,Hoffenheim,Bundesliga,2019,25.0,1993.0,5.9,96,136,70.6,1356,187,54,68,79.4,27,36,75.0,8,11,72.7,0,0.1,0.2,-0.1,3,11,3,1,7,FW,25-29,Forward,Curaçao,Europe
1435,Manuel Locatelli,ITA,Sassuolo,Serie A,2019,21.0,1998.0,28.7,1882,2190,85.9,31880,8504,982,1057,92.9,679,758,89.6,178,275,64.7,5,4.6,4.5,0.4,51,230,25,2,229,MF,20-24,Midfielder,Italy,Europe
1436,Renan Lodi,BRA,Atlético Madrid,La Liga,2019,21.0,1998.0,26.6,914,1241,73.7,13207,4348,519,578,89.8,274,409,67.0,60,128,46.9,2,1.5,2.0,0.5,19,35,31,13,61,DF,20-24,Defender,Brazil,South America
1437,Ruben Loftus-Cheek,ENG,Chelsea,Premier League,2019,23.0,1996.0,2.3,119,133,89.5,1746,333,74,82,90.2,34,37,91.9,7,8,87.5,1,0.4,0.5,0.6,1,9,3,0,15,"MF,FW",20-24,Midfielder,England,Europe
1438,Enzo Loiodice,FRA,Dijon,Ligue 1,2019,18.0,2000.0,2.1,94,118,79.7,1710,379,42,53,79.2,43,47,91.5,9,15,60.0,0,0.0,0.1,0.0,0,8,1,0,9,MF,Under 20,Midfielder,France,Europe
1439,Kevin Long,IRL,Burnley,Premier League,2019,28.0,1990.0,6.3,149,201,74.1,2883,1037,57,72,79.2,69,82,84.1,20,37,54.1,0,0.0,0.0,0.0,0,5,0,0,8,DF,25-29,Defender,Republic of Ireland,Europe
1440,Shane Long,IRL,Southampton,Premier League,2019,32.0,1987.0,15.5,210,402,52.2,2470,652,152,241,63.1,35,82,42.7,6,19,31.6,2,2.4,1.3,-0.4,20,17,10,2,20,FW,30-34,Forward,Republic of Ireland,Europe
1442,Sean Longstaff,ENG,Newcastle Utd,Premier League,2019,21.0,1997.0,15.3,509,666,76.4,8654,2264,239,282,84.8,186,221,84.2,56,106,52.8,1,1.2,0.7,-0.2,15,37,5,1,33,MF,20-24,Midfielder,England,Europe
1443,Ademola Lookman,NGA,RB Leipzig,Bundesliga,2019,21.0,1997.0,3.4,110,149,73.8,1352,398,74,83,89.2,22,35,62.9,2,10,20.0,0,1.0,0.4,-1.0,7,9,7,0,22,"FW,MF",20-24,Forward,Nigeria,Africa
1444,Anthony Lopes,POR,Lyon,Ligue 1,2019,28.0,1990.0,26.0,687,821,83.7,17305,11881,130,130,100.0,371,373,99.5,184,316,58.2,0,0.2,0.0,-0.2,1,2,1,0,2,GK,25-29,Goalkeeper,Portugal,Europe
1460,Matteo Lovato,ITA,Hellas Verona,Serie A,2019,19.0,2000.0,0.1,1,2,50.0,14,6,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,DF,Under 20,Defender,Italy,Europe
1462,Eduard Löwen,GER,Augsburg,Bundesliga,2019,22.0,1997.0,7.5,143,239,59.8,2460,600,70,101,69.3,37,58,63.8,23,48,47.9,1,0.8,0.5,0.2,12,9,1,0,17,MF,20-24,Midfielder,Germany,Europe
1463,Eduard Löwen,GER,Hertha BSC,Bundesliga,2019,22.0,1997.0,3.5,117,148,79.1,2158,698,56,67,83.6,42,49,85.7,16,27,59.3,0,0.0,0.2,0.0,0,11,2,0,12,MF,20-24,Midfielder,Germany,Europe
1464,Matthew Lowton,ENG,Burnley,Premier League,2019,30.0,1989.0,17.0,509,755,67.4,8880,4036,253,288,87.8,196,282,69.5,52,155,33.5,1,1.2,1.0,-0.2,11,48,18,8,64,DF,30-34,Defender,England,Europe
1465,Hirving Lozano,MEX,Napoli,Serie A,2019,24.0,1995.0,11.4,247,343,72.0,2959,510,162,188,86.2,53,80,66.3,6,17,35.3,1,2.0,1.0,-1.0,20,5,12,1,23,"FW,MF",20-24,Forward,Mexico,North America
1468,Jean Lucas,BRA,Lyon,Ligue 1,2019,21.0,1998.0,2.2,131,149,87.9,1877,417,67,73,91.8,47,53,88.7,6,9,66.7,0,0.1,0.3,-0.1,2,8,0,0,10,MF,20-24,Midfielder,Brazil,South America
1469,Fabio Lucioni,ITA,Lecce,Serie A,2019,31.0,1987.0,34.8,1349,1598,84.4,31293,12846,281,315,89.2,808,871,92.8,253,383,66.1,0,0.1,0.3,-0.1,3,65,4,0,82,DF,30-34,Defender,Italy,Europe
1472,José Luis Palomino,ARG,Atalanta,Serie A,2019,29.0,1990.0,27.6,1162,1384,84.0,21602,7273,411,462,89.0,594,652,91.1,126,200,63.0,1,1.4,1.2,-0.4,6,60,6,3,77,DF,25-29,Defender,Argentina,South America
1474,David Luiz,BRA,Arsenal,Premier League,2019,32.0,1987.0,31.2,1537,1816,84.6,33337,11723,379,421,90.0,889,938,94.8,254,413,61.5,1,0.9,1.2,0.1,4,100,9,2,106,DF,30-34,Defender,Brazil,South America
1475,Douglas Luiz,BRA,Aston Villa,Premier League,2019,21.0,1998.0,29.0,1010,1243,81.3,19047,5278,400,460,87.0,454,536,84.7,131,191,68.6,2,1.7,1.6,0.3,17,106,17,5,143,MF,20-24,Midfielder,Brazil,South America
1476,Jordan Lukaku,BEL,Lazio,Serie A,2019,25.0,1994.0,4.4,125,167,74.9,1897,578,72,83,86.7,42,54,77.8,8,18,44.4,2,0.5,0.4,1.5,10,6,7,5,8,DF,25-29,Defender,Belgium,Europe
