rk,player,nation,squad,comp,season,age,born,ninety_mins_played,ga,penalties_allowed,free_kick_goals_allowed,corner_goals_allowed,own_goals,post_shot_xg,post_shot_xg_on_target,post_shot_xg_minus_ga,post_shot_xg_minus_ga_per_90,passes_completed_plus_40_yards,passes_attempted_plus_40_yards,passes_pct_plus_40_yards,total_passes_attempted,throws_attempted,launch_pct,avg_pass_length,goal_kicks_attempted,goal_kick_launch_pct,avg_goal_kick_length,crosses_faced,crosses_stopped,crosses_stopped_pct,defensive_actions_outside_penalty_area,defensive_opa_per_90,avg_defensive_action_distance,position,age_range,general_position,country,continent
195,Łukasz Skorupski,POL,Bologna,Serie A,2021,30,1991,36.0,53,8,1,3,2,53.3,0.26,+2.3,+0.06,193,459,42.0,956,164,39.1,34.0,294,28.9,26.6,498,27,5.4,14,0.39,11.3,GK,30-34,Goalkeeper,Poland,Europe
197,David Soria,ESP,Getafe,La Liga,2021,28,1993,37.9,41,2,0,5,1,40.9,0.29,+0.9,+0.02,366,863,42.4,888,101,69.4,46.6,292,84.6,54.1,571,25,4.4,45,1.19,15.0,GK,25-29,Goalkeeper,Spain,Europe
203,Wojciech Szczęsny,POL,Juventus,Serie A,2021,31,1990,33.0,29,3,2,5,0,30.6,0.24,+1.6,+0.05,124,273,45.4,836,159,26.6,30.8,172,29.7,31.5,481,24,5.0,25,0.76,13.5,GK,30-34,Goalkeeper,Poland,Europe
2,Alisson,BRA,Liverpool,Premier League,2024,32,1992,7.9,7,0,0,0,0,8.3,0.34,+1.3,+0.16,17,53,32.1,252,30,19.0,25.0,23,21.7,25.0,66,3,4.5,16,2.03,17.3,GK,30-34,Goalkeeper,Brazil,South America
3,Alphonse Areola,FRA,West Ham,Premier League,2024,31,1993,7.5,14,0,0,2,1,9.4,0.30,-3.6,-0.47,49,111,44.1,220,32,34.1,31.2,66,54.5,42.3,111,7,6.3,10,1.33,14.4,GK,30-34,Goalkeeper,France,Europe
5,Noah Atubolu,GER,Freiburg,Bundesliga,2024,22,2002,13.0,21,0,1,1,0,19.8,0.31,-1.2,-0.09,70,190,36.8,568,71,27.8,31.3,53,60.4,47.8,187,16,8.6,18,1.38,13.1,GK,20-24,Goalkeeper,Germany,Europe
6,Emil Audero,ITA,Como,Serie A,2024,27,1997,8.0,18,4,0,2,0,12.4,0.27,-5.6,-0.70,17,55,30.9,232,30,22.0,28.6,21,19.0,27.5,95,5,5.3,8,1.00,12.9,GK,25-29,Goalkeeper,Italy,Europe
7,Augusto Batalla,ARG,Rayo Vallecano,La Liga,2024,28,1996,14.0,16,1,0,2,1,15.3,0.23,+0.3,+0.02,75,247,30.4,388,50,47.4,40.5,96,65.6,52.3,211,18,8.5,7,0.50,11.8,GK,25-29,Goalkeeper,Argentina,South America
8,Oliver Baumann,GER,Hoffenheim,Bundesliga,2024,34,1990,15.0,28,1,0,4,1,30.4,0.39,+3.4,+0.23,74,203,36.5,527,76,32.1,32.9,66,51.5,43.8,212,7,3.3,17,1.13,15.3,GK,30-34,Goalkeeper,Germany,Europe
9,Dimitry Bertaud,COD,Montpellier,Ligue 1,2024,26,1998,3.0,8,1,0,0,0,6.3,0.36,-1.7,-0.56,18,42,42.9,66,14,42.4,36.5,25,56.0,44.8,43,8,18.6,2,0.67,12.8,GK,25-29,Goalkeeper,DR Congo,Africa
10,Marco Bizot,NED,Brest,Ligue 1,2024,33,1991,14.0,26,5,1,1,1,20.4,0.26,-4.6,-0.33,108,254,42.5,399,53,47.1,38.0,89,74.2,53.6,185,10,5.4,16,1.14,15.2,GK,30-34,Goalkeeper,Netherlands,Europe
12,Elia Caprile,ITA,Napoli,Serie A,2024,23,2001,3.6,1,0,0,0,0,2.2,0.27,+1.2,+0.32,11,25,44.0,82,9,25.6,31.7,15,26.7,30.7,31,3,9.7,3,0.83,13.7,GK,20-24,Goalkeeper,Italy,Europe
14,Patrik Carlgren,SWE,Nantes,Ligue 1,2024,32,1992,3.0,5,0,0,0,0,6.1,0.29,+1.1,+0.35,14,37,37.8,69,21,27.5,30.5,23,78.3,50.7,54,1,1.9,1,0.33,12.8,GK,30-34,Goalkeeper,Sweden,Europe
15,Marco Carnesecchi,ITA,Atalanta,Serie A,2024,24,2000,16.0,19,1,0,2,2,18.5,0.32,+1.5,+0.09,43,165,26.1,395,57,29.6,33.5,80,60.0,47.3,123,10,8.1,21,1.31,15.2,GK,20-24,Goalkeeper,Italy,Europe
16,Lucas Chevalier,FRA,Lille,Ligue 1,2024,23,2001,15.0,15,1,0,1,0,16.1,0.28,+1.1,+0.07,60,158,38.0,433,53,32.3,31.5,53,34.0,36.6,165,11,6.7,7,0.47,13.8,GK,20-24,Goalkeeper,France,Europe
17,Leandro Chichizola,ARG,Parma,Serie A,2024,34,1990,1.0,3,0,0,0,0,2.5,0.43,-0.5,-0.54,3,16,18.8,41,5,31.7,33.9,8,37.5,34.4,21,2,9.5,2,2.00,16.3,GK,30-34,Goalkeeper,Argentina,South America
18,Jasper Cillessen,NED,Las Palmas,La Liga,2024,35,1989,15.7,22,3,0,2,2,22.1,0.26,+2.1,+0.13,62,226,27.4,531,85,35.0,32.6,92,43.5,41.7,253,8,3.2,12,0.77,14.4,GK,35-39,Goalkeeper,Netherlands,Europe
20,Grégoire Coudert,FRA,Brest,Ligue 1,2024,25,1999,1.0,1,0,0,1,0,0.9,0.13,-0.1,-0.07,3,12,25.0,34,3,26.5,31.1,4,75.0,52.8,22,1,4.5,1,1.00,11.7,GK,25-29,Goalkeeper,France,Europe
21,Thibaut Courtois,BEL,Real Madrid,La Liga,2024,32,1992,15.0,14,0,0,2,1,12.8,0.30,-0.2,-0.01,27,99,27.3,491,86,15.1,26.9,74,33.8,37.9,172,10,5.8,9,0.60,10.8,GK,30-34,Goalkeeper,Belgium,Europe
22,Arthur Desmas,FRA,Le Havre,Ligue 1,2024,30,1994,15.0,29,2,1,3,0,31.1,0.39,+2.1,+0.14,48,123,39.0,329,60,28.3,31.2,95,31.6,30.7,217,11,5.1,5,0.33,11.1,GK,30-34,Goalkeeper,France,Europe
23,Michele Di Gregorio,ITA,Juventus,Serie A,2024,27,1997,12.0,10,3,0,2,0,8.0,0.18,-2.0,-0.16,35,87,40.2,287,47,22.0,29.3,50,48.0,41.5,151,15,9.9,8,0.67,10.9,GK,25-29,Goalkeeper,Italy,Europe
24,Stole Dimitrievski,MKD,Valencia,La Liga,2024,31,1993,3.0,4,1,0,0,0,3.5,0.36,-0.5,-0.16,8,55,14.5,85,18,50.6,40.6,14,85.7,56.3,36,2,5.6,11,3.67,28.4,GK,30-34,Goalkeeper,North Macedonia,Europe
25,Yehvann Diouf,FRA,Reims,Ligue 1,2024,25,1999,15.0,18,1,0,2,0,24.8,0.32,+6.8,+0.45,73,221,33.0,471,55,35.2,33.4,86,64.0,45.4,208,8,3.8,12,0.80,13.5,GK,25-29,Goalkeeper,France,Europe
28,Gianluigi Donnarumma,ITA,Paris S-G,Ligue 1,2024,25,1999,11.2,10,1,0,3,0,10.3,0.27,+0.3,+0.03,18,54,33.3,273,50,13.6,24.8,48,35.4,29.8,99,5,5.1,9,0.80,14.6,GK,25-29,Goalkeeper,Italy,Europe
29,Patrick Drewes,GER,Bochum,Bundesliga,2024,31,1993,15.0,35,2,2,2,0,31.8,0.38,-3.2,-0.21,175,384,45.6,513,46,53.6,38.6,133,82.0,53.5,216,8,3.7,26,1.73,16.7,GK,30-34,Goalkeeper,Germany,Europe
30,Martin Dúbravka,SVK,Newcastle Utd,Premier League,2024,35,1989,2.0,0,0,0,0,0,0.3,0.11,+0.3,+0.16,1,12,8.3,70,5,10.0,23.6,11,45.5,36.5,14,2,14.3,1,0.50,12.8,GK,35-39,Goalkeeper,Slovakia,Europe
31,Ederson,BRA,Manchester City,Premier League,2024,31,1993,13.0,19,2,0,1,1,19.2,0.39,+1.2,+0.09,46,96,47.9,425,42,20.5,28.4,38,23.7,31.4,103,4,3.9,23,1.77,17.6,GK,30-34,Goalkeeper,Brazil,South America
33,Wladimiro Falcone,ITA,Lecce,Serie A,2024,29,1995,17.0,29,3,2,4,1,23.0,0.25,-5.0,-0.29,105,288,36.5,431,57,51.3,38.3,92,72.8,50.2,275,11,4.0,10,0.59,10.9,GK,25-29,Goalkeeper,Italy,Europe
35,Mark Flekken,NED,Brentford,Premier League,2024,31,1993,17.0,32,1,0,1,1,28.6,0.25,-2.4,-0.14,109,274,39.8,721,56,31.6,33.7,88,52.3,45.0,285,18,6.3,21,1.24,12.5,GK,30-34,Goalkeeper,Netherlands,Europe
36,Yahia Fofana,CIV,Angers,Ligue 1,2024,24,2000,15.0,26,1,0,3,0,30.8,0.34,+4.8,+0.32,66,187,35.3,339,88,37.2,34.6,114,53.5,42.4,208,19,9.1,12,0.80,11.6,GK,20-24,Goalkeeper,Ivory Coast,Africa
37,Fraser Forster,ENG,Tottenham,Premier League,2024,36,1988,5.0,12,2,0,1,0,13.3,0.33,+1.3,+0.26,4,18,22.2,105,22,16.2,25.3,45,2.2,15.8,66,3,4.5,2,0.40,12.0,GK,35-39,Goalkeeper,England,Europe
38,Gauthier Gallon,FRA,Rennes,Ligue 1,2024,31,1993,0.5,0,0,0,0,0,0.0,,0.0,0.00,0,3,0.0,15,2,13.3,23.8,4,25.0,26.3,2,0,0.0,1,2.00,28.0,GK,30-34,Goalkeeper,France,Europe
40,Paulo Gazzaniga,ARG,Girona,La Liga,2024,32,1992,18.0,25,0,1,1,0,18.3,0.29,-6.7,-0.37,33,121,27.3,527,69,17.6,28.5,81,34.6,36.2,188,16,8.5,18,1.00,14.3,GK,30-34,Goalkeeper,Argentina,South America
42,Pierluigi Gollini,ITA,Genoa,Serie A,2024,29,1995,7.0,15,3,0,1,0,12.2,0.29,-2.8,-0.39,33,75,44.0,198,21,24.7,30.4,52,50.0,44.4,92,2,2.2,2,0.29,9.6,GK,25-29,Goalkeeper,Italy,Europe
44,Dominik Greif,SVK,Mallorca,La Liga,2024,27,1997,14.0,14,2,0,1,0,10.9,0.21,-3.1,-0.22,92,224,41.1,380,50,41.8,37.0,92,70.7,51.7,222,6,2.7,5,0.36,10.1,GK,25-29,Goalkeeper,Slovakia,Europe
46,Péter Gulácsi,HUN,RB Leipzig,Bundesliga,2024,34,1990,13.5,19,0,1,3,0,19.8,0.28,+0.8,+0.06,31,87,35.6,312,53,18.9,27.7,95,29.5,32.1,186,9,4.8,5,0.37,12.8,GK,30-34,Goalkeeper,Hungary,Europe
47,Dean Henderson,ENG,Crystal Palace,Premier League,2024,27,1997,17.0,26,0,0,2,2,26.2,0.36,+2.2,+0.13,56,257,21.8,405,55,48.4,38.4,123,49.6,41.9,248,13,5.2,24,1.41,16.2,GK,25-29,Goalkeeper,England,Europe
48,Mads Hermansen,DEN,Leicester City,Premier League,2024,24,2000,15.5,31,1,0,2,2,34.8,0.37,+5.8,+0.37,68,247,27.5,500,87,36.8,33.8,93,67.7,47.1,267,18,6.7,14,0.90,12.9,GK,20-24,Goalkeeper,Denmark,Europe
50,Dinko Horkaš,CRO,Las Palmas,La Liga,2024,25,1999,2.3,5,0,0,0,0,4.1,0.39,-0.9,-0.40,7,19,36.8,85,9,16.5,26.8,11,45.5,33.2,31,0,0.0,7,2.99,23.8,GK,25-29,Goalkeeper,Croatia,Europe
51,Lukáš Hrádecký,FIN,Leverkusen,Bundesliga,2024,35,1989,14.0,18,2,0,2,1,15.5,0.28,-1.5,-0.11,47,122,38.5,368,58,25.0,29.2,69,43.5,38.2,135,8,5.9,14,1.00,14.2,GK,35-39,Goalkeeper,Finland,Europe
52,Karl Jakob Hein,EST,Valladolid,La Liga,2024,22,2002,18.0,37,1,1,3,1,34.3,0.37,-1.7,-0.09,100,268,37.3,582,83,32.6,34.0,114,68.4,54.0,306,26,8.5,23,1.28,14.7,GK,20-24,Goalkeeper,Estonia,Europe
54,Karl-Johan Johnsson,SWE,Strasbourg,Ligue 1,2024,34,1990,3.0,6,1,0,0,0,6.7,0.26,+0.7,+0.22,6,22,27.3,122,21,15.6,23.9,7,42.9,39.7,48,2,4.2,3,1.00,11.1,GK,30-34,Goalkeeper,Sweden,Europe
55,Sam Johnstone,ENG,Wolves,Premier League,2024,31,1993,7.0,17,2,0,5,1,13.0,0.29,-3.0,-0.43,52,129,40.3,252,28,45.6,36.6,25,56.0,43.2,104,8,7.7,11,1.57,13.4,GK,30-34,Goalkeeper,England,Europe
56,Jesse Joronen,FIN,Venezia,Serie A,2024,31,1993,7.0,12,3,0,3,2,10.1,0.22,+0.1,+0.02,17,72,23.6,234,45,26.5,30.5,38,26.3,34.4,116,6,5.2,5,0.71,10.0,GK,30-34,Goalkeeper,Finland,Europe
57,Luiz Lúcio Reis Júnior,BRA,Villarreal,La Liga,2024,23,2001,3.2,5,1,1,0,0,4.1,0.38,-0.9,-0.27,8,27,29.6,72,18,27.8,29.1,16,43.8,42.9,37,5,13.5,8,2.50,16.0,GK,20-24,Goalkeeper,Brazil,South America
58,Filip Jørgensen,DEN,Chelsea,Premier League,2024,22,2002,1.0,1,0,0,0,0,1.8,0.46,+0.8,+0.84,0,4,0.0,21,4,19.0,24.0,0,,,13,1,7.7,0,0.00,6.5,GK,20-24,Goalkeeper,Denmark,Europe
59,Caoimhín Kelleher,IRL,Liverpool,Premier League,2024,26,1998,8.0,9,0,0,0,0,10.4,0.31,+1.4,+0.17,25,94,26.6,281,37,29.9,29.1,15,66.7,44.7,87,4,4.6,8,1.00,15.1,GK,25-29,Goalkeeper,Republic of Ireland,Europe
60,Gregor Kobel,SUI,Dortmund,Bundesliga,2024,27,1997,13.0,18,3,0,3,0,16.6,0.29,-1.4,-0.11,43,122,35.2,499,46,19.6,26.4,45,53.3,41.3,177,5,2.8,15,1.15,14.7,GK,25-29,Goalkeeper,Switzerland,Europe
61,Philipp Köhn,SUI,Monaco,Ligue 1,2024,26,1998,9.0,8,1,0,1,0,7.3,0.22,-0.7,-0.08,26,77,33.8,218,30,25.7,30.5,53,39.6,35.5,107,6,5.6,14,1.56,16.9,GK,25-29,Goalkeeper,Switzerland,Europe
63,Nediljko Labrović,CRO,Augsburg,Bundesliga,2024,25,1999,15.0,32,3,1,2,0,25.9,0.32,-6.1,-0.40,83,220,37.7,397,72,38.8,35.2,105,62.9,47.4,217,12,5.5,18,1.20,13.3,GK,25-29,Goalkeeper,Croatia,Europe
64,Alban Lafont,FRA,Nantes,Ligue 1,2024,25,1999,12.0,19,3,0,2,2,16.8,0.30,-0.2,-0.02,40,143,28.0,309,56,34.0,34.9,57,66.7,51.1,200,16,8.0,6,0.50,10.6,GK,25-29,Goalkeeper,France,Europe
65,Gautier Larsonneur,FRA,Saint-Étienne,Ligue 1,2024,27,1997,15.0,34,7,0,4,1,29.4,0.27,-3.6,-0.24,64,242,26.4,498,68,38.2,34.9,85,61.2,44.5,239,13,5.4,13,0.87,13.1,GK,25-29,Goalkeeper,France,Europe
66,Nicola Leali,ITA,Genoa,Serie A,2024,31,1993,10.0,11,2,0,2,0,13.2,0.29,+2.2,+0.22,57,124,46.0,259,43,32.0,31.4,81,50.6,42.4,157,5,3.2,3,0.30,7.8,GK,30-34,Goalkeeper,Italy,Europe
67,Benjamin Lecomte,FRA,Montpellier,Ligue 1,2024,33,1991,12.0,30,4,0,0,1,24.3,0.31,-4.7,-0.39,65,186,34.9,378,42,38.9,34.5,79,49.4,39.6,151,9,6.0,9,0.75,13.4,GK,30-34,Goalkeeper,France,Europe
68,Bernd Leno,GER,Fulham,Premier League,2024,32,1992,17.0,22,0,0,4,1,17.8,0.27,-3.2,-0.19,57,172,33.1,590,69,21.2,28.7,74,63.5,48.8,234,17,7.3,15,0.88,11.9,GK,30-34,Goalkeeper,Germany,Europe
70,Joe Lumley,ENG,Southampton,Premier League,2024,29,1995,3.0,7,0,0,1,0,7.7,0.39,+0.7,+0.22,15,50,30.0,135,14,34.1,30.0,15,26.7,24.0,56,2,3.6,7,2.33,18.0,GK,25-29,Goalkeeper,England,Europe
71,Andriy Lunin,UKR,Real Madrid,La Liga,2024,25,1999,3.0,4,0,0,0,0,2.8,0.35,-1.2,-0.41,10,26,38.5,87,12,24.1,28.6,19,26.3,33.3,30,1,3.3,5,1.67,12.9,GK,25-29,Goalkeeper,Ukraine,Europe
72,Mike Maignan,FRA,Milan,Serie A,2024,29,1995,16.0,16,0,0,2,1,13.2,0.24,-1.8,-0.11,49,128,38.3,618,70,16.3,26.9,65,41.5,41.8,195,13,6.7,28,1.75,17.3,GK,25-29,Goalkeeper,France,Europe
74,Giorgi Mamardashvili,GEO,Valencia,La Liga,2024,24,2000,14.0,22,2,0,2,1,19.7,0.35,-1.3,-0.09,61,188,32.4,358,53,36.6,35.5,86,66.3,50.3,172,5,2.9,17,1.21,17.8,GK,20-24,Goalkeeper,Georgia,Asia
75,Steve Mandanda,FRA,Rennes,Ligue 1,2024,39,1985,14.5,20,2,0,2,2,15.1,0.28,-2.9,-0.20,59,161,36.6,379,57,33.5,32.8,65,52.3,42.5,162,7,4.3,18,1.24,15.5,GK,35-39,Goalkeeper,France,Europe
76,Emiliano Martínez,ARG,Aston Villa,Premier League,2024,32,1992,16.5,25,1,1,1,0,21.8,0.31,-3.2,-0.20,71,162,43.8,537,59,23.8,29.6,70,48.6,41.0,218,24,11.0,15,0.91,13.3,GK,30-34,Goalkeeper,Argentina,South America
77,Alex McCarthy,ENG,Southampton,Premier League,2024,35,1989,4.0,10,1,0,1,0,9.9,0.31,-0.1,-0.01,9,28,32.1,100,23,26.0,26.7,17,11.8,18.4,66,6,9.1,0,0.00,6.6,GK,35-39,Goalkeeper,England,Europe
78,Alex Meret,ITA,Napoli,Serie A,2024,27,1997,13.4,11,1,0,0,0,11.1,0.26,+0.1,0.00,22,70,31.4,355,56,13.5,26.4,84,26.2,32.1,150,12,8.0,17,1.27,16.2,GK,25-29,Goalkeeper,Italy,Europe
79,Alexander Meyer,GER,Dortmund,Bundesliga,2024,33,1991,2.0,4,0,0,0,0,4.0,0.36,0.0,0.00,8,33,24.2,76,3,35.5,34.8,7,85.7,63.6,24,1,4.2,2,1.00,14.8,GK,30-34,Goalkeeper,Germany,Europe
81,Lorenzo Montipò,ITA,Hellas Verona,Serie A,2024,28,1996,16.0,39,1,0,5,0,26.4,0.31,-12.6,-0.78,73,309,23.6,325,45,56.6,42.8,138,90.6,60.2,224,13,5.8,9,0.56,10.5,GK,25-29,Goalkeeper,Italy,Europe
82,Florian Müller,GER,Freiburg,Bundesliga,2024,27,1997,2.0,3,1,0,1,0,2.5,0.35,-0.5,-0.27,7,38,18.4,60,3,46.7,37.8,13,76.9,57.9,26,0,0.0,1,0.50,13.8,GK,25-29,Goalkeeper,Germany,Europe
83,Kevin Müller,GER,Heidenheim,Bundesliga,2024,33,1991,15.0,33,3,0,3,0,28.0,0.31,-5.0,-0.33,61,181,33.7,434,75,31.1,33.9,115,40.0,39.4,209,7,3.3,11,0.73,13.1,GK,30-34,Goalkeeper,Germany,Europe
85,Juan Musso,ARG,Atalanta,Serie A,2024,30,1994,1.0,0,0,0,0,0,0.7,0.19,+0.7,+0.74,4,20,20.0,19,4,36.8,33.1,14,92.9,56.9,15,0,0.0,1,1.00,17.5,GK,30-34,Goalkeeper,Argentina,South America
86,Juan Musso,ARG,Atlético Madrid,La Liga,2024,30,1994,1.0,0,0,0,0,0,0.1,0.08,+0.1,+0.08,0,5,0.0,17,5,17.6,26.6,11,18.2,24.6,10,1,10.0,0,0.00,13.5,GK,30-34,Goalkeeper,Argentina,South America
87,Neto,BRA,Bournemouth,Premier League,2024,35,1989,2.0,2,0,0,0,0,4.3,0.35,+2.3,+1.17,9,27,33.3,46,7,43.5,36.8,15,46.7,38.9,30,2,6.7,3,1.50,12.6,GK,35-39,Goalkeeper,Brazil,South America
88,Manuel Neuer,GER,Bayern Munich,Bundesliga,2024,38,1986,11.0,8,1,0,1,0,5.4,0.25,-2.6,-0.24,29,68,42.6,472,46,14.0,25.0,18,11.1,25.3,72,2,2.8,26,2.36,22.7,GK,35-39,Goalkeeper,Germany,Europe
89,Moritz Nicolas,GER,Gladbach,Bundesliga,2024,27,1997,12.0,14,2,0,1,1,16.7,0.27,+3.7,+0.31,57,121,47.1,466,60,21.9,27.8,44,43.2,38.7,218,11,5.0,12,1.00,13.6,GK,25-29,Goalkeeper,Germany,Europe
90,Alexander Nübel,GER,Stuttgart,Bundesliga,2024,28,1996,15.0,25,1,1,4,0,21.3,0.30,-3.7,-0.25,61,169,36.1,558,72,27.1,30.2,54,33.3,34.4,188,6,3.2,21,1.40,17.5,GK,25-29,Goalkeeper,Germany,Europe
93,Maduka Okoye,NGA,Udinese,Serie A,2024,25,1999,14.0,21,4,1,1,3,20.2,0.29,+2.2,+0.16,74,172,43.0,447,40,30.9,30.6,55,61.8,48.1,186,11,5.9,10,0.71,12.9,GK,25-29,Goalkeeper,Nigeria,Africa
94,Robin Olsen,SWE,Aston Villa,Premier League,2024,34,1990,0.5,1,0,0,0,0,1.1,0.37,+0.1,+0.13,1,6,16.7,19,0,21.1,26.5,2,100.0,70.0,2,0,0.0,0,0.00,8.3,GK,30-34,Goalkeeper,Sweden,Europe
95,Jonas Omlin,SUI,Gladbach,Bundesliga,2024,30,1994,3.0,6,0,0,1,0,6.0,0.25,0.0,-0.01,23,45,51.1,135,10,28.1,30.2,11,63.6,47.3,35,0,0.0,3,1.00,17.8,GK,30-34,Goalkeeper,Switzerland,Europe
96,André Onana,CMR,Manchester Utd,Premier League,2024,28,1996,17.0,22,2,0,8,0,25.1,0.35,+3.1,+0.18,60,196,30.6,665,83,25.6,28.3,49,53.1,42.7,187,12,6.4,13,0.76,12.1,GK,25-29,Goalkeeper,Cameroon,Africa
97,Stefan Ortega,GER,Manchester City,Premier League,2024,32,1992,4.0,6,1,0,1,0,6.2,0.33,+0.2,+0.05,8,25,32.0,140,22,15.7,23.1,19,15.8,16.4,40,1,2.5,7,1.75,20.0,GK,30-34,Goalkeeper,Germany,Europe
98,Jesús Owono,EQG,Alavés,La Liga,2024,23,2001,0.4,2,1,0,0,0,1.7,0.46,-0.3,-0.78,6,10,60.0,9,2,77.8,50.9,3,100.0,66.7,13,2,15.4,1,2.43,10.0,GK,20-24,Goalkeeper,Equatorial Guinea,Africa
100,Alberto Paleari,ITA,Torino,Serie A,2024,32,1992,1.0,3,0,0,0,0,2.2,0.32,-0.8,-0.77,8,12,66.7,26,5,34.6,31.0,6,50.0,42.0,12,0,0.0,5,5.00,27.3,GK,30-34,Goalkeeper,Italy,Europe
102,Daniel Peretz,ISR,Bayern Munich,Bundesliga,2024,24,2000,3.0,5,0,0,0,0,4.0,0.58,-1.0,-0.32,5,25,20.0,96,5,25.0,29.5,7,14.3,29.6,17,0,0.0,8,2.67,21.2,GK,20-24,Goalkeeper,Israel,Asia
103,Simone Perilli,ITA,Hellas Verona,Serie A,2024,29,1995,1.0,1,0,0,0,0,2.0,0.34,+1.0,+1.04,3,16,18.8,17,2,64.7,48.8,6,83.3,62.2,18,1,5.6,3,3.00,22.3,GK,25-29,Goalkeeper,Italy,Europe
104,Mattia Perin,ITA,Juventus,Serie A,2024,32,1992,5.0,3,0,0,0,0,3.7,0.23,+0.7,+0.14,11,44,25.0,170,30,22.4,29.4,12,50.0,40.8,50,3,6.0,3,0.60,14.0,GK,30-34,Goalkeeper,Italy,Europe
105,Lucas Perri,BRA,Lyon,Ligue 1,2024,27,1997,15.0,20,1,1,3,0,24.2,0.32,+4.2,+0.28,56,173,32.4,379,72,36.4,33.6,87,40.2,39.4,199,12,6.0,20,1.33,15.5,GK,25-29,Goalkeeper,Brazil,South America
107,Jordan Pickford,ENG,Everton,Premier League,2024,30,1994,16.0,21,0,0,4,0,20.2,0.30,-0.8,-0.05,130,350,37.1,507,64,54.8,42.6,119,60.5,48.3,232,11,4.7,34,2.13,16.6,GK,30-34,Goalkeeper,England,Europe
108,Semuel Pizzignacco,ITA,Monza,Serie A,2024,23,2001,3.0,2,0,0,0,0,1.6,0.23,-0.4,-0.12,22,46,47.8,80,5,42.5,33.7,23,52.2,43.9,44,0,0.0,4,1.33,19.4,GK,20-24,Goalkeeper,Italy,Europe
109,Nick Pope,ENG,Newcastle Utd,Premier League,2024,32,1992,15.0,21,0,0,1,1,21.6,0.30,+1.6,+0.11,38,153,24.8,329,100,28.6,31.7,112,52.7,42.8,218,21,9.6,31,2.07,14.9,GK,30-34,Goalkeeper,England,Europe
110,Ivan Provedel,ITA,Lazio,Serie A,2024,30,1994,17.0,24,3,0,2,1,16.3,0.28,-6.7,-0.40,88,215,40.9,570,59,31.4,33.2,63,57.1,45.4,204,18,8.8,16,0.94,12.8,GK,30-34,Goalkeeper,Italy,Europe
111,Aaron Ramsdale,ENG,Southampton,Premier League,2024,26,1998,10.0,19,1,0,4,0,19.8,0.34,+0.8,+0.08,41,147,27.9,408,52,31.9,31.3,44,38.6,32.7,149,9,6.0,10,1.00,13.5,GK,25-29,Goalkeeper,England,Europe
112,Federico Ravaglia,ITA,Bologna,Serie A,2024,25,1999,6.0,6,0,0,1,0,5.0,0.39,-1.0,-0.16,19,59,32.2,206,30,22.8,28.5,28,42.9,38.0,61,8,13.1,5,0.83,11.7,GK,25-29,Goalkeeper,Italy,Europe
116,Guillaume Restes,FRA,Toulouse,Ligue 1,2024,19,2005,14.8,17,0,0,2,2,11.9,0.25,-3.1,-0.21,45,151,29.8,362,42,30.1,30.0,68,61.8,45.3,173,3,1.7,14,0.95,15.2,GK,Under 20,Goalkeeper,France,Europe
118,Gerónimo Rulli,ARG,Marseille,Ligue 1,2024,32,1992,15.0,18,0,1,2,1,20.2,0.27,+3.2,+0.21,47,129,36.4,530,76,18.3,25.9,58,55.2,41.5,177,13,7.3,31,2.07,17.6,GK,30-34,Goalkeeper,Argentina,South America
119,Frederik Rønnow,DEN,Union Berlin,Bundesliga,2024,32,1992,14.0,15,1,1,1,0,18.6,0.31,+3.6,+0.26,65,177,36.7,398,76,33.9,33.2,59,71.2,53.1,198,22,11.1,12,0.86,12.2,GK,30-34,Goalkeeper,Denmark,Europe
120,José Sá,POR,Wolves,Premier League,2024,31,1993,10.0,23,3,1,3,2,16.5,0.28,-4.5,-0.45,36,149,24.2,271,46,39.9,35.8,51,80.4,55.2,178,12,6.7,16,1.60,15.3,GK,30-34,Goalkeeper,Portugal,Europe
121,Matvei Safonov,RUS,Paris S-G,Ligue 1,2024,25,1999,4.8,4,2,0,0,0,3.9,0.18,-0.1,-0.03,17,46,37.0,149,23,27.5,29.9,21,23.8,30.8,46,1,2.2,10,2.10,20.1,GK,25-29,Goalkeeper,Russia,Europe
122,Brice Samba,FRA,Lens,Ligue 1,2024,30,1994,15.0,14,4,2,3,0,17.5,0.26,+3.5,+0.23,82,163,50.3,435,61,29.7,30.5,76,44.7,36.1,152,17,11.2,22,1.47,16.1,GK,30-34,Goalkeeper,France,Europe
124,Kauã Santos,BRA,Eint Frankfurt,Bundesliga,2024,21,2003,4.5,9,1,0,3,1,8.0,0.24,0.0,0.00,12,49,24.5,145,23,29.0,30.9,16,43.8,38.8,77,9,11.7,8,1.78,13.6,GK,20-24,Goalkeeper,Brazil,South America
125,Razvan Sava,ROU,Udinese,Serie A,2024,22,2002,3.0,5,1,0,0,1,3.5,0.23,-0.5,-0.17,18,54,33.3,80,5,47.5,37.1,21,76.2,51.8,87,1,1.1,6,2.00,16.8,GK,20-24,Goalkeeper,Romania,Europe
126,Alexander Schwolow,GER,Union Berlin,Bundesliga,2024,32,1992,1.0,4,0,0,0,0,2.9,0.58,-1.1,-1.09,4,11,36.4,24,6,33.3,30.9,5,60.0,47.8,10,0,0.0,0,0.00,12.3,GK,30-34,Goalkeeper,Germany,Europe
