rk,player,nation,squad,comp,season,age,born,mp,starts,min,ninety_mins_played,goals_against,ga_per_90,shots_on_target_against,saves,save_pct,wins,draws,losses,clean_sheets,clean_sheet_pct,penalties_faced,penalties_allowed,penalties_saved,penalties_missed,penalty_save_pct,position,age_range,general_position,country,continent
110,Emiliano Martínez,ARG,Aston Villa,Premier League,2022,29,1992,36,36,3139,34.9,38,1.09,132,97,74.2,17,7,12,11,30.6,5,4,1,0,20.0,GK,25-29,Goalkeeper,Argentina,South America
1,Álvaro Aceves,ESP,Valladolid,La Liga,2022,19,2003,1,0,13,0.1,0,0.00,3,3,100.0,0,0,0,0,,0,0,0,0,,GK,Under 20,Goalkeeper,Spain,Europe
2,Julen Agirrezabala,ESP,Athletic Club,La Liga,2022,21,2000,8,7,675,7.5,6,0.80,19,13,68.4,1,3,3,2,28.6,0,0,0,0,,GK,20-24,Goalkeeper,Spain,Europe
6,Kepa Arrizabalaga,ESP,Chelsea,Premier League,2022,27,1994,29,29,2565,28.5,33,1.16,120,90,73.3,8,9,12,9,31.0,1,1,0,0,0.0,GK,25-29,Goalkeeper,Spain,Europe
7,Sergio Asenjo,ESP,Valladolid,La Liga,2022,33,1989,10,10,900,10.0,21,2.10,51,30,60.8,2,2,6,1,10.0,1,1,0,0,0.0,GK,30-34,Goalkeeper,Spain,Europe
9,Édgar Badía,ESP,Elche,La Liga,2022,30,1992,36,36,3240,36.0,63,1.75,200,136,72.0,5,10,21,4,11.1,10,7,3,0,30.0,GK,30-34,Goalkeeper,Spain,Europe
17,Rubén Blanco,ESP,Marseille,Ligue 1,2022,27,1995,6,6,495,5.5,6,1.09,19,15,68.4,1,3,2,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Spain,Europe
23,Marcin Bułka,POL,Nice,Ligue 1,2022,22,1999,2,2,180,2.0,2,1.00,6,4,66.7,0,1,1,0,0.0,0,0,0,0,,GK,20-24,Goalkeeper,Poland,Europe
24,Juan Carlos,ESP,Girona,La Liga,2022,34,1988,10,10,900,10.0,18,1.80,43,25,62.8,2,2,6,0,0.0,2,2,0,0,0.0,GK,30-34,Goalkeeper,Spain,Europe
43,Marko Dmitrović,SRB,Sevilla,La Liga,2022,30,1992,15,13,1269,14.1,13,0.92,55,43,76.4,6,4,3,5,38.5,0,0,0,0,,GK,30-34,Goalkeeper,Serbia,Europe
45,Bartłomiej Drągowski,POL,Spezia,Serie A,2022,24,1997,34,34,2946,32.7,54,1.65,164,112,69.5,6,10,18,6,17.6,6,4,1,1,20.0,GK,20-24,Goalkeeper,Poland,Europe
50,Łukasz Fabiański,POL,West Ham,Premier League,2022,37,1985,36,36,3111,34.6,48,1.39,154,106,70.1,11,6,19,8,22.2,4,2,1,1,33.3,GK,35-39,Goalkeeper,Poland,Europe
53,Aitor Fernández,ESP,Osasuna,La Liga,2022,31,1991,21,21,1890,21.0,19,0.90,77,59,75.3,10,5,6,8,38.1,0,0,0,0,,GK,30-34,Goalkeeper,Spain,Europe
54,Álvaro Fernández,ESP,Espanyol,La Liga,2022,24,1998,11,11,990,11.0,18,1.64,50,33,64.0,3,4,4,2,18.2,0,0,0,0,,GK,20-24,Goalkeeper,Spain,Europe
55,Fernando,ESP,Almería,La Liga,2022,32,1990,37,37,3285,36.5,61,1.67,193,132,70.5,11,8,18,4,10.8,6,4,1,1,20.0,GK,30-34,Goalkeeper,Spain,Europe
61,Joan García,ESP,Espanyol,La Liga,2022,21,2001,1,1,90,1.0,3,3.00,4,1,50.0,0,1,0,0,0.0,1,1,0,0,0.0,GK,20-24,Goalkeeper,Spain,Europe
63,David de Gea,ESP,Manchester Utd,Premier League,2022,31,1990,38,38,3420,38.0,43,1.13,142,99,71.1,23,6,9,17,44.7,3,2,1,0,33.3,GK,30-34,Goalkeeper,Spain,Europe
64,Rafał Gikiewicz,POL,Augsburg,Bundesliga,2022,34,1987,23,23,2070,23.0,41,1.78,136,93,70.6,8,3,12,5,21.7,4,1,2,1,66.7,GK,30-34,Goalkeeper,Poland,Europe
65,David Gil,ESP,Cádiz,La Liga,2022,28,1994,4,4,360,4.0,5,1.25,23,18,82.6,1,1,2,1,25.0,1,1,0,0,0.0,GK,25-29,Goalkeeper,Spain,Europe
68,Antonio Gomis,ESP,Atlético Madrid,La Liga,2022,19,2003,1,0,6,0.1,1,15.00,1,0,0.0,0,0,0,0,,0,0,0,0,,GK,Under 20,Goalkeeper,Spain,Europe
72,Vicente Guaita,ESP,Crystal Palace,Premier League,2022,35,1987,27,27,2430,27.0,34,1.26,116,84,72.4,7,9,11,6,22.2,2,2,0,0,0.0,GK,35-39,Goalkeeper,Spain,Europe
74,Samir Handanović,SVN,Inter,Serie A,2022,38,1984,14,14,1234,13.7,18,1.31,52,35,67.3,9,0,5,4,28.6,1,1,0,0,0.0,GK,35-39,Goalkeeper,Slovenia,Europe
77,Sergio Herrera,ESP,Osasuna,La Liga,2022,29,1993,17,17,1530,17.0,23,1.35,71,48,69.0,5,3,9,3,17.6,4,1,1,2,50.0,GK,25-29,Goalkeeper,Spain,Europe
86,Tomáš Koubek,CZE,Augsburg,Bundesliga,2022,29,1992,11,11,990,11.0,22,2.00,65,45,66.2,1,4,6,1,9.1,0,0,0,0,,GK,25-29,Goalkeeper,Czech Republic,Europe
96,Mateusz Lis,POL,Troyes,Ligue 1,2022,25,1997,9,8,751,8.3,16,1.92,51,34,72.5,1,3,4,1,12.5,3,2,1,0,33.3,GK,25-29,Goalkeeper,Poland,Europe
99,Diego López,ESP,Rayo Vallecano,La Liga,2022,40,1981,2,1,96,1.1,4,3.75,5,1,20.0,0,0,1,0,0.0,0,0,0,0,,GK,Over 40,Goalkeeper,Spain,Europe
100,Pau López,ESP,Marseille,Ligue 1,2022,27,1994,33,32,2925,32.5,34,1.05,123,90,76.4,21,4,7,10,31.3,5,5,0,0,0.0,GK,25-29,Goalkeeper,Spain,Europe
109,Diego Mariño,ESP,Almería,La Liga,2022,32,1990,1,0,45,0.5,2,4.00,5,3,60.0,0,0,0,0,,0,0,0,0,,GK,30-34,Goalkeeper,Spain,Europe
111,Jordi Masip,ESP,Valladolid,La Liga,2022,33,1989,28,28,2507,27.9,42,1.51,145,101,74.5,9,5,14,8,28.6,9,5,3,1,37.5,GK,30-34,Goalkeeper,Spain,Europe
2,Alisson,BRA,Liverpool,Premier League,2024,32,1992,8,8,708,7.9,7,0.89,25,18,72.0,6,1,1,3,37.5,0,0,0,0,,GK,30-34,Goalkeeper,Brazil,South America
3,Alphonse Areola,FRA,West Ham,Premier League,2024,31,1993,8,8,675,7.5,14,1.87,32,19,56.3,2,2,4,1,12.5,0,0,0,0,,GK,30-34,Goalkeeper,France,Europe
5,Noah Atubolu,GER,Freiburg,Bundesliga,2024,22,2002,13,13,1170,13.0,21,1.62,63,41,66.7,6,3,4,4,30.8,1,0,1,0,100.0,GK,20-24,Goalkeeper,Germany,Europe
6,Emil Audero,ITA,Como,Serie A,2024,27,1997,8,8,720,8.0,18,2.25,34,16,58.8,2,2,4,0,0.0,4,4,0,0,0.0,GK,25-29,Goalkeeper,Italy,Europe
7,Augusto Batalla,ARG,Rayo Vallecano,La Liga,2024,28,1996,14,14,1260,14.0,16,1.14,62,47,75.8,4,6,4,3,21.4,1,1,0,0,0.0,GK,25-29,Goalkeeper,Argentina,South America
8,Oliver Baumann,GER,Hoffenheim,Bundesliga,2024,34,1990,15,15,1350,15.0,28,1.87,75,46,64.0,3,5,7,2,13.3,3,1,2,0,66.7,GK,30-34,Goalkeeper,Germany,Europe
9,Dimitry Bertaud,COD,Montpellier,Ligue 1,2024,26,1998,3,3,270,3.0,8,2.67,16,8,56.3,1,0,2,0,0.0,1,1,0,0,0.0,GK,25-29,Goalkeeper,DR Congo,Africa
10,Marco Bizot,NED,Brest,Ligue 1,2024,33,1991,14,14,1260,14.0,26,1.86,60,34,65.0,5,1,8,3,21.4,7,5,1,1,16.7,GK,30-34,Goalkeeper,Netherlands,Europe
12,Elia Caprile,ITA,Napoli,Serie A,2024,23,2001,4,3,325,3.6,1,0.28,8,7,87.5,3,0,0,3,100.0,0,0,0,0,,GK,20-24,Goalkeeper,Italy,Europe
14,Patrik Carlgren,SWE,Nantes,Ligue 1,2024,32,1992,3,3,270,3.0,5,1.67,21,16,76.2,1,1,1,1,33.3,0,0,0,0,,GK,30-34,Goalkeeper,Sweden,Europe
15,Marco Carnesecchi,ITA,Atalanta,Serie A,2024,24,2000,16,16,1440,16.0,19,1.19,60,43,70.0,12,1,3,5,31.3,1,1,0,0,0.0,GK,20-24,Goalkeeper,Italy,Europe
16,Lucas Chevalier,FRA,Lille,Ligue 1,2024,23,2001,15,15,1350,15.0,15,1.00,57,42,75.4,7,6,2,6,40.0,1,1,0,0,0.0,GK,20-24,Goalkeeper,France,Europe
17,Leandro Chichizola,ARG,Parma,Serie A,2024,34,1990,1,1,90,1.0,3,3.00,6,3,50.0,0,0,1,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Argentina,South America
18,Jasper Cillessen,NED,Las Palmas,La Liga,2024,35,1989,16,16,1409,15.7,22,1.41,73,52,74.0,6,4,6,3,18.8,5,3,1,1,25.0,GK,35-39,Goalkeeper,Netherlands,Europe
20,Grégoire Coudert,FRA,Brest,Ligue 1,2024,25,1999,1,1,90,1.0,1,1.00,7,6,85.7,1,0,0,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,France,Europe
21,Thibaut Courtois,BEL,Real Madrid,La Liga,2024,32,1992,15,15,1350,15.0,14,0.93,43,30,67.4,10,4,1,6,40.0,0,0,0,0,,GK,30-34,Goalkeeper,Belgium,Europe
22,Arthur Desmas,FRA,Le Havre,Ligue 1,2024,30,1994,15,15,1350,15.0,29,1.93,77,47,64.9,4,0,11,3,20.0,3,2,1,0,33.3,GK,30-34,Goalkeeper,France,Europe
23,Michele Di Gregorio,ITA,Juventus,Serie A,2024,27,1997,12,12,1080,12.0,10,0.83,30,20,76.7,5,7,0,7,58.3,3,3,0,0,0.0,GK,25-29,Goalkeeper,Italy,Europe
24,Stole Dimitrievski,MKD,Valencia,La Liga,2024,31,1993,3,3,270,3.0,4,1.33,7,3,57.1,0,2,1,0,0.0,1,1,0,0,0.0,GK,30-34,Goalkeeper,North Macedonia,Europe
25,Yehvann Diouf,FRA,Reims,Ligue 1,2024,25,1999,15,15,1350,15.0,18,1.20,75,56,77.3,5,5,5,3,20.0,2,1,1,0,50.0,GK,25-29,Goalkeeper,France,Europe
28,Gianluigi Donnarumma,ITA,Paris S-G,Ligue 1,2024,25,1999,12,12,1011,11.2,10,0.89,35,25,74.3,9,3,0,3,25.0,1,1,0,0,0.0,GK,25-29,Goalkeeper,Italy,Europe
29,Patrick Drewes,GER,Bochum,Bundesliga,2024,31,1993,15,15,1350,15.0,35,2.33,77,41,57.1,1,3,11,1,6.7,3,2,1,0,33.3,GK,30-34,Goalkeeper,Germany,Europe
30,Martin Dúbravka,SVK,Newcastle Utd,Premier League,2024,35,1989,2,2,180,2.0,0,0.00,3,3,100.0,2,0,0,2,100.0,0,0,0,0,,GK,35-39,Goalkeeper,Slovakia,Europe
31,Ederson,BRA,Manchester City,Premier League,2024,31,1993,13,13,1170,13.0,19,1.46,46,28,63.0,7,2,4,2,15.4,2,2,0,0,0.0,GK,30-34,Goalkeeper,Brazil,South America
33,Wladimiro Falcone,ITA,Lecce,Serie A,2024,29,1995,17,17,1530,17.0,29,1.71,84,56,69.0,4,4,9,4,23.5,3,3,0,0,0.0,GK,25-29,Goalkeeper,Italy,Europe
35,Mark Flekken,NED,Brentford,Premier League,2024,31,1993,17,17,1530,17.0,32,1.88,111,80,72.1,7,2,8,1,5.9,1,1,0,0,0.0,GK,30-34,Goalkeeper,Netherlands,Europe
36,Yahia Fofana,CIV,Angers,Ligue 1,2024,24,2000,15,15,1350,15.0,26,1.73,88,62,71.6,3,4,8,2,13.3,1,1,0,0,0.0,GK,20-24,Goalkeeper,Ivory Coast,Africa
37,Fraser Forster,ENG,Tottenham,Premier League,2024,36,1988,5,5,450,5.0,12,2.40,36,24,72.2,1,1,3,1,20.0,2,2,0,0,0.0,GK,35-39,Goalkeeper,England,Europe
38,Gauthier Gallon,FRA,Rennes,Ligue 1,2024,31,1993,1,0,45,0.5,0,0.00,0,0,,0,0,0,0,,0,0,0,0,,GK,30-34,Goalkeeper,France,Europe
40,Paulo Gazzaniga,ARG,Girona,La Liga,2024,32,1992,18,18,1620,18.0,25,1.39,59,32,57.6,7,4,7,5,27.8,2,0,2,0,100.0,GK,30-34,Goalkeeper,Argentina,South America
42,Pierluigi Gollini,ITA,Genoa,Serie A,2024,29,1995,7,7,630,7.0,15,2.14,32,16,62.5,1,2,4,1,14.3,4,3,1,0,25.0,GK,25-29,Goalkeeper,Italy,Europe
44,Dominik Greif,SVK,Mallorca,La Liga,2024,27,1997,14,14,1260,14.0,14,1.00,45,31,73.3,7,2,5,4,28.6,2,2,0,0,0.0,GK,25-29,Goalkeeper,Slovakia,Europe
46,Péter Gulácsi,HUN,RB Leipzig,Bundesliga,2024,34,1990,14,14,1215,13.5,19,1.41,69,49,72.5,7,3,4,8,57.1,1,0,1,0,100.0,GK,30-34,Goalkeeper,Hungary,Europe
47,Dean Henderson,ENG,Crystal Palace,Premier League,2024,27,1997,17,17,1530,17.0,26,1.53,75,50,65.3,3,7,7,3,17.6,1,0,1,0,100.0,GK,25-29,Goalkeeper,England,Europe
48,Mads Hermansen,DEN,Leicester City,Premier League,2024,24,2000,16,16,1395,15.5,31,2.00,93,64,67.7,3,5,8,1,6.3,1,1,0,0,0.0,GK,20-24,Goalkeeper,Denmark,Europe
50,Dinko Horkaš,CRO,Las Palmas,La Liga,2024,25,1999,3,2,211,2.3,5,2.13,9,3,44.4,0,0,2,0,0.0,1,0,1,0,100.0,GK,25-29,Goalkeeper,Croatia,Europe
51,Lukáš Hrádecký,FIN,Leverkusen,Bundesliga,2024,35,1989,14,14,1260,14.0,18,1.29,51,34,68.6,9,5,0,2,14.3,2,2,0,0,0.0,GK,35-39,Goalkeeper,Finland,Europe
52,Karl Jakob Hein,EST,Valladolid,La Liga,2024,22,2002,18,18,1620,18.0,37,2.06,94,58,61.7,3,3,12,4,22.2,1,1,0,0,0.0,GK,20-24,Goalkeeper,Estonia,Europe
54,Karl-Johan Johnsson,SWE,Strasbourg,Ligue 1,2024,34,1990,3,3,270,3.0,6,2.00,22,16,77.3,1,1,1,0,0.0,1,1,0,0,0.0,GK,30-34,Goalkeeper,Sweden,Europe
55,Sam Johnstone,ENG,Wolves,Premier League,2024,31,1993,7,7,630,7.0,17,2.43,39,23,61.5,0,1,6,0,0.0,2,2,0,0,0.0,GK,30-34,Goalkeeper,England,Europe
56,Jesse Joronen,FIN,Venezia,Serie A,2024,31,1993,7,7,630,7.0,12,1.71,35,25,74.3,1,1,5,2,28.6,3,3,0,0,0.0,GK,30-34,Goalkeeper,Finland,Europe
57,Luiz Lúcio Reis Júnior,BRA,Villarreal,La Liga,2024,23,2001,4,3,288,3.2,5,1.56,9,4,55.6,1,1,1,0,0.0,1,1,0,0,0.0,GK,20-24,Goalkeeper,Brazil,South America
58,Filip Jørgensen,DEN,Chelsea,Premier League,2024,22,2002,1,1,90,1.0,1,1.00,4,3,75.0,1,0,0,0,0.0,0,0,0,0,,GK,20-24,Goalkeeper,Denmark,Europe
59,Caoimhín Kelleher,IRL,Liverpool,Premier League,2024,26,1998,8,8,720,8.0,9,1.13,31,21,71.0,6,2,0,3,37.5,1,0,1,0,100.0,GK,25-29,Goalkeeper,Republic of Ireland,Europe
60,Gregor Kobel,SUI,Dortmund,Bundesliga,2024,27,1997,13,13,1170,13.0,18,1.38,49,31,69.4,6,4,3,3,23.1,3,3,0,0,0.0,GK,25-29,Goalkeeper,Switzerland,Europe
61,Philipp Köhn,SUI,Monaco,Ligue 1,2024,26,1998,9,9,810,9.0,8,0.89,29,21,75.9,6,2,1,4,44.4,1,1,0,0,0.0,GK,25-29,Goalkeeper,Switzerland,Europe
63,Nediljko Labrović,CRO,Augsburg,Bundesliga,2024,25,1999,15,15,1350,15.0,32,2.13,74,42,60.8,4,4,7,2,13.3,3,3,0,0,0.0,GK,25-29,Goalkeeper,Croatia,Europe
64,Alban Lafont,FRA,Nantes,Ligue 1,2024,25,1999,12,12,1080,12.0,19,1.58,49,32,67.3,2,4,6,2,16.7,3,3,0,0,0.0,GK,25-29,Goalkeeper,France,Europe
65,Gautier Larsonneur,FRA,Saint-Étienne,Ligue 1,2024,27,1997,15,15,1350,15.0,34,2.27,88,54,69.3,4,1,10,3,20.0,8,7,1,0,12.5,GK,25-29,Goalkeeper,France,Europe
66,Nicola Leali,ITA,Genoa,Serie A,2024,31,1993,10,10,900,10.0,11,1.10,40,29,77.5,2,5,3,4,40.0,2,2,0,0,0.0,GK,30-34,Goalkeeper,Italy,Europe
67,Benjamin Lecomte,FRA,Montpellier,Ligue 1,2024,33,1991,12,12,1080,12.0,30,2.50,68,39,61.8,1,3,8,0,0.0,4,4,0,0,0.0,GK,30-34,Goalkeeper,France,Europe
68,Bernd Leno,GER,Fulham,Premier League,2024,32,1992,17,17,1530,17.0,22,1.29,65,44,66.2,6,7,4,3,17.6,0,0,0,0,,GK,30-34,Goalkeeper,Germany,Europe
70,Joe Lumley,ENG,Southampton,Premier League,2024,29,1995,3,3,270,3.0,7,2.33,20,13,65.0,0,1,2,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,England,Europe
71,Andriy Lunin,UKR,Real Madrid,La Liga,2024,25,1999,3,3,270,3.0,4,1.33,8,4,50.0,2,0,1,2,66.7,0,0,0,0,,GK,25-29,Goalkeeper,Ukraine,Europe
72,Mike Maignan,FRA,Milan,Serie A,2024,29,1995,16,16,1440,16.0,16,1.00,52,36,69.2,7,5,4,8,50.0,1,0,1,0,100.0,GK,25-29,Goalkeeper,France,Europe
74,Giorgi Mamardashvili,GEO,Valencia,La Liga,2024,24,2000,14,14,1260,14.0,22,1.57,49,27,59.2,2,4,8,3,21.4,3,2,1,0,33.3,GK,20-24,Goalkeeper,Georgia,Asia
75,Steve Mandanda,FRA,Rennes,Ligue 1,2024,39,1985,15,15,1305,14.5,20,1.38,45,26,60.0,5,2,8,5,33.3,3,2,1,0,33.3,GK,35-39,Goalkeeper,France,Europe
76,Emiliano Martínez,ARG,Aston Villa,Premier League,2024,32,1992,17,17,1485,16.5,25,1.52,67,41,64.2,8,4,5,2,11.8,2,1,1,0,50.0,GK,30-34,Goalkeeper,Argentina,South America
77,Alex McCarthy,ENG,Southampton,Premier League,2024,35,1989,4,4,360,4.0,10,2.50,29,19,69.0,0,0,4,0,0.0,1,1,0,0,0.0,GK,35-39,Goalkeeper,England,Europe
78,Alex Meret,ITA,Napoli,Serie A,2024,27,1997,14,14,1205,13.4,11,0.82,37,25,73.0,9,2,3,6,42.9,3,1,1,1,50.0,GK,25-29,Goalkeeper,Italy,Europe
79,Alexander Meyer,GER,Dortmund,Bundesliga,2024,33,1991,2,2,180,2.0,4,2.00,11,7,63.6,1,0,1,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Germany,Europe
81,Lorenzo Montipò,ITA,Hellas Verona,Serie A,2024,28,1996,16,16,1440,16.0,39,2.44,86,47,55.8,5,0,11,2,12.5,2,1,0,1,0.0,GK,25-29,Goalkeeper,Italy,Europe
82,Florian Müller,GER,Freiburg,Bundesliga,2024,27,1997,2,2,180,2.0,3,1.50,5,2,60.0,1,0,1,0,0.0,1,1,0,0,0.0,GK,25-29,Goalkeeper,Germany,Europe
83,Kevin Müller,GER,Heidenheim,Bundesliga,2024,33,1991,15,15,1350,15.0,33,2.20,82,49,63.4,3,1,11,4,26.7,3,3,0,0,0.0,GK,30-34,Goalkeeper,Germany,Europe
85,Juan Musso,ARG,Atalanta,Serie A,2024,30,1994,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,1,100.0,0,0,0,0,,GK,30-34,Goalkeeper,Argentina,South America
86,Juan Musso,ARG,Atlético Madrid,La Liga,2024,30,1994,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,GK,30-34,Goalkeeper,Argentina,South America
87,Neto,BRA,Bournemouth,Premier League,2024,35,1989,2,2,180,2.0,2,1.00,13,11,84.6,0,2,0,0,0.0,0,0,0,0,,GK,35-39,Goalkeeper,Brazil,South America
88,Manuel Neuer,GER,Bayern Munich,Bundesliga,2024,38,1986,11,11,990,11.0,8,0.73,18,10,61.1,8,3,0,6,54.5,2,1,0,1,0.0,GK,35-39,Goalkeeper,Germany,Europe
89,Moritz Nicolas,GER,Gladbach,Bundesliga,2024,27,1997,12,12,1080,12.0,14,1.17,57,44,78.9,6,3,3,3,25.0,2,2,0,0,0.0,GK,25-29,Goalkeeper,Germany,Europe
90,Alexander Nübel,GER,Stuttgart,Bundesliga,2024,28,1996,15,15,1350,15.0,25,1.67,69,43,65.2,6,5,4,2,13.3,2,1,1,0,50.0,GK,25-29,Goalkeeper,Germany,Europe
93,Maduka Okoye,NGA,Udinese,Serie A,2024,25,1999,14,14,1260,14.0,21,1.50,60,42,71.7,5,2,7,3,21.4,5,4,0,1,0.0,GK,25-29,Goalkeeper,Nigeria,Africa
94,Robin Olsen,SWE,Aston Villa,Premier League,2024,34,1990,1,0,45,0.5,1,2.00,3,2,66.7,0,0,0,0,,0,0,0,0,,GK,30-34,Goalkeeper,Sweden,Europe
95,Jonas Omlin,SUI,Gladbach,Bundesliga,2024,30,1994,3,3,270,3.0,6,2.00,21,14,71.4,1,0,2,1,33.3,1,0,1,0,100.0,GK,30-34,Goalkeeper,Switzerland,Europe
96,André Onana,CMR,Manchester Utd,Premier League,2024,28,1996,17,17,1530,17.0,22,1.29,65,42,69.2,6,4,7,6,35.3,3,2,1,0,33.3,GK,25-29,Goalkeeper,Cameroon,Africa
97,Stefan Ortega,GER,Manchester City,Premier League,2024,32,1992,4,4,360,4.0,6,1.50,19,13,73.7,1,1,2,1,25.0,1,1,0,0,0.0,GK,30-34,Goalkeeper,Germany,Europe
98,Jesús Owono,EQG,Alavés,La Liga,2024,23,2001,1,0,37,0.4,2,4.86,2,0,50.0,0,0,0,0,,1,1,0,0,0.0,GK,20-24,Goalkeeper,Equatorial Guinea,Africa
100,Alberto Paleari,ITA,Torino,Serie A,2024,32,1992,1,1,90,1.0,3,3.00,7,4,57.1,0,0,1,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Italy,Europe
102,Daniel Peretz,ISR,Bayern Munich,Bundesliga,2024,24,2000,3,3,270,3.0,5,1.67,7,2,28.6,2,0,1,0,0.0,0,0,0,0,,GK,20-24,Goalkeeper,Israel,Asia
103,Simone Perilli,ITA,Hellas Verona,Serie A,2024,29,1995,1,1,90,1.0,1,1.00,6,5,83.3,0,0,1,0,0.0,0,0,0,0,,GK,25-29,Goalkeeper,Italy,Europe
104,Mattia Perin,ITA,Juventus,Serie A,2024,32,1992,5,5,450,5.0,3,0.60,16,13,81.3,2,3,0,3,60.0,0,0,0,0,,GK,30-34,Goalkeeper,Italy,Europe
105,Lucas Perri,BRA,Lyon,Ligue 1,2024,27,1997,15,15,1350,15.0,20,1.33,74,54,74.3,7,4,4,5,33.3,1,1,0,0,0.0,GK,25-29,Goalkeeper,Brazil,South America
107,Jordan Pickford,ENG,Everton,Premier League,2024,30,1994,16,16,1440,16.0,21,1.31,65,43,67.7,3,7,6,7,43.8,1,0,1,0,100.0,GK,30-34,Goalkeeper,England,Europe
108,Semuel Pizzignacco,ITA,Monza,Serie A,2024,23,2001,3,3,270,3.0,2,0.67,7,5,71.4,0,2,1,1,33.3,0,0,0,0,,GK,20-24,Goalkeeper,Italy,Europe
109,Nick Pope,ENG,Newcastle Utd,Premier League,2024,32,1992,15,15,1350,15.0,21,1.40,73,53,71.2,5,5,5,3,20.0,0,0,0,0,,GK,30-34,Goalkeeper,England,Europe
110,Ivan Provedel,ITA,Lazio,Serie A,2024,30,1994,17,17,1530,17.0,24,1.41,50,27,58.0,11,1,5,4,23.5,3,3,0,0,0.0,GK,30-34,Goalkeeper,Italy,Europe
111,Aaron Ramsdale,ENG,Southampton,Premier League,2024,26,1998,10,10,900,10.0,19,1.90,60,41,70.0,1,2,7,2,20.0,1,1,0,0,0.0,GK,25-29,Goalkeeper,England,Europe
112,Federico Ravaglia,ITA,Bologna,Serie A,2024,25,1999,6,6,540,6.0,6,1.00,13,7,53.8,3,2,1,3,50.0,0,0,0,0,,GK,25-29,Goalkeeper,Italy,Europe
116,Guillaume Restes,FRA,Toulouse,Ligue 1,2024,19,2005,15,15,1331,14.8,17,1.15,45,29,62.2,6,3,6,5,33.3,1,0,1,0,100.0,GK,Under 20,Goalkeeper,France,Europe
118,Gerónimo Rulli,ARG,Marseille,Ligue 1,2024,32,1992,15,15,1350,15.0,18,1.20,72,53,75.0,9,3,3,3,20.0,2,0,2,0,100.0,GK,30-34,Goalkeeper,Argentina,South America
119,Frederik Rønnow,DEN,Union Berlin,Bundesliga,2024,32,1992,14,14,1260,14.0,15,1.07,52,35,73.1,4,5,5,4,28.6,3,1,2,0,66.7,GK,30-34,Goalkeeper,Denmark,Europe
120,José Sá,POR,Wolves,Premier League,2024,31,1993,10,10,900,10.0,23,2.30,52,31,61.5,3,2,5,2,20.0,3,3,0,0,0.0,GK,30-34,Goalkeeper,Portugal,Europe
121,Matvei Safonov,RUS,Paris S-G,Ligue 1,2024,25,1999,5,4,429,4.8,4,0.84,13,9,84.6,3,1,0,2,50.0,2,2,0,0,0.0,GK,25-29,Goalkeeper,Russia,Europe
122,Brice Samba,FRA,Lens,Ligue 1,2024,30,1994,15,15,1350,15.0,14,0.93,54,40,81.5,6,6,3,7,46.7,4,4,0,0,0.0,GK,30-34,Goalkeeper,France,Europe
124,Kauã Santos,BRA,Eint Frankfurt,Bundesliga,2024,21,2003,5,4,405,4.5,9,2.00,30,22,73.3,2,1,1,1,25.0,1,1,0,0,0.0,GK,20-24,Goalkeeper,Brazil,South America
125,Razvan Sava,ROU,Udinese,Serie A,2024,22,2002,3,3,270,3.0,5,1.67,11,7,63.6,2,0,1,0,0.0,1,1,0,0,0.0,GK,20-24,Goalkeeper,Romania,Europe
126,Alexander Schwolow,GER,Union Berlin,Bundesliga,2024,32,1992,1,1,90,1.0,4,4.00,5,1,20.0,0,0,1,0,0.0,0,0,0,0,,GK,30-34,Goalkeeper,Germany,Europe
127,Simone Scuffet,ITA,Cagliari,Serie A,2024,28,1996,11,11,990,11.0,19,1.73,49,30,67.3,2,3,6,1,9.1,3,3,0,0,0.0,GK,25-29,Goalkeeper,Italy,Europe
128,Matz Sels,BEL,Nott'ham Forest,Premier League,2024,32,1992,17,17,1530,17.0,19,1.12,66,47,72.7,9,4,4,6,35.3,1,1,0,0,0.0,GK,30-34,Goalkeeper,Belgium,Europe
129,Alen Sherri,ALB,Cagliari,Serie A,2024,27,1997,6,6,540,6.0,9,1.50,25,16,64.0,1,2,3,1,16.7,0,0,0,0,,GK,25-29,Goalkeeper,Albania,Europe
130,Rui Silva,POR,Betis,La Liga,2024,30,1994,15,15,1350,15.0,18,1.20,54,37,72.2,5,5,5,4,26.7,3,3,0,0,0.0,GK,30-34,Goalkeeper,Portugal,Europe
134,Yann Sommer,SUI,Inter,Serie A,2024,36,1988,16,16,1440,16.0,15,0.94,52,37,73.1,11,4,1,8,50.0,2,1,1,0,50.0,GK,35-39,Goalkeeper,Switzerland,Europe
138,Jason Steele,ENG,Brighton,Premier League,2024,34,1990,2,2,180,2.0,1,0.50,4,3,75.0,2,0,0,1,50.0,0,0,0,0,,GK,30-34,Goalkeeper,England,Europe
